memory_id,raw_text,enriched_text,has_kg,n_triples,entities,relations,temporal_flag
conv-50_session_17_D17:6,"Wow, Dave, that's awesome! You should be really proud of yourself for bringing joy to others. I booked a flight ticket to Boston last week! I'm so excited about my upcoming trip to Boston. Look at this! See you soon, buddy!","Wow, Dave, that's awesome! You should be really proud of yourself for bringing joy to others. I booked a flight ticket to Boston last week! I'm so excited about my upcoming trip to Boston. Look at this! See you soon, buddy!
Entities: calvin, flight, ticket
Relations: book
Triples: (calvin, book, a_flight_ticket)

Keywords: awesome, booked, boston, bringing, buddy, calvin, dave, excited, flight, joy, last, look, others, proud, really, see, soon, ticket, trip, upcoming",1,1,"calvin, flight, ticket",book,0
conv-50_session_17_D17:7,Cool! Let me know when you're free and we can catch up in Boston.,"Cool! Let me know when you're free and we can catch up in Boston.
Entities: calvin, plan
Relations: plan
Triples: (calvin, plan, plan)

Keywords: boston, calvin, catch, cool, free, know, let, plan",1,1,"calvin, plan",plan,0
conv-50_session_17_D17:8,"Yeah, for sure! I'll let you know when I'm in Boston. See you soon!","Yeah, for sure! I'll let you know when I'm in Boston. See you soon!",0,0,,,0
conv-50_session_17_D17:9,"Looking forward to seeing you! Have a safe trip, see ya!","Looking forward to seeing you! Have a safe trip, see ya!",0,0,,,0
conv-50_session_18_D18:1,Hey Dave! Sorry it took me so long to get back to you. Crazy times since we talked! My album finally dropped on the 11th and it was a wild feeling. Everyone's been loving it and it's motivated me to keep going.,"Hey Dave! Sorry it took me so long to get back to you. Crazy times since we talked! My album finally dropped on the 11th and it was a wild feeling. Everyone's been loving it and it's motivated me to keep going.
Entities: album, calvin
Relations: release
Triples: (calvin, release, his_album)

Keywords: 11th, album, back, calvin, crazy, dave, dropped, everyone, feeling, finally, get, going, hey, keep, long, loving, motivated, since, sorry, talked",1,1,"album, calvin",release,0
conv-50_session_18_D18:10,"That sounds awesome, Calvin! Live music is the best. I'm sure you're gonna have a blast on tour and make some awesome memories. If you ever want to check out my garage and see some cool cars, I'd love to show you around. Keep rockin'!","That sounds awesome, Calvin! Live music is the best. I'm sure you're gonna have a blast on tour and make some awesome memories. If you ever want to check out my garage and see some cool cars, I'd love to show you around. Keep rockin'!
Entities: calvin, dave
Relations: offer
Triples: (dave, offer, calvin)

Keywords: around, awesome, best, blast, calvin, cars, check, cool, dave, ever, garage, gonna, keep, live, love, make, memories, music, rockin, see",1,1,"calvin, dave",offer,0
conv-50_session_18_D18:11,"Thanks, Dave! I'll definitely take you up on that offer. It would be fun to check out your garage and maybe even get some ideas for future projects. I'll let you know when I'm in Boston. Keep pursuing your passions and keep those cars rolling. You rock!","Thanks, Dave! I'll definitely take you up on that offer. It would be fun to check out your garage and maybe even get some ideas for future projects. I'll let you know when I'm in Boston. Keep pursuing your passions and keep those cars rolling. You rock!",0,0,,,0
conv-50_session_18_D18:12,"Thanks, Calvin! Appreciate the kind words and support. Can't wait for your visit! Take care and keep creating amazing music! Check out pic of my garage, it looks stunning!","Thanks, Calvin! Appreciate the kind words and support. Can't wait for your visit! Take care and keep creating amazing music! Check out pic of my garage, it looks stunning!",0,0,,,0
conv-50_session_18_D18:13,Thanks! I can't wait for your visit either. Take care and keep enjoying your hobbies!,Thanks! I can't wait for your visit either. Take care and keep enjoying your hobbies!,0,0,,,0
conv-50_session_18_D18:14,Sure thing! Thanks again for your help. Bye! Have a great day.,Sure thing! Thanks again for your help. Bye! Have a great day.,0,0,,,0
conv-50_session_18_D18:15,No problem! Always good chatting with you. Have an awesome day!,No problem! Always good chatting with you. Have an awesome day!,0,0,,,0
conv-50_session_18_D18:16,"Thanks, Calvin! Catch you later. Have a great day!","Thanks, Calvin! Catch you later. Have a great day!",0,0,,,0
conv-50_session_18_D18:2,Hey Calvin! Congrats on your album release - that's awesome! Has it been overwhelming or inspiring?,Hey Calvin! Congrats on your album release - that's awesome! Has it been overwhelming or inspiring?,0,0,,,0
conv-50_session_18_D18:3,"Thanks, Dave! It's been a lot. Seeing everyone get behind it has been awesome. It's kinda overwhelming to think so many appreciate it. It's also cool that it's connecting with people. It really motivates me to make even better music.","Thanks, Dave! It's been a lot. Seeing everyone get behind it has been awesome. It's kinda overwhelming to think so many appreciate it. It's also cool that it's connecting with people. It really motivates me to make even better music.",0,0,,,0
conv-50_session_18_D18:4,"That's awesome, Calvin! It's such a great feeling when your work gets noticed and makes a positive difference. It must be really motivating for you to keep chasing your dreams.","That's awesome, Calvin! It's such a great feeling when your work gets noticed and makes a positive difference. It must be really motivating for you to keep chasing your dreams.
Entities: calvin, career, dave, music
Relations: memory
Triples: (dave, has_memory, Dave_Calvin_music_career)

Keywords: awesome, calvin, career, chasing, dave, difference, dreams, feeling, gets, great, keep, makes, motivating, music, must, noticed, positive, really, work",1,1,"calvin, career, dave, music",memory,0
conv-50_session_18_D18:5,"Yeah, moments like this remind me why I got into music - making a difference and sharing my own story. It's exciting to get positive feedback and it gives me strength to keep going and reach more people. My journey's just getting started!","Yeah, moments like this remind me why I got into music - making a difference and sharing my own story. It's exciting to get positive feedback and it gives me strength to keep going and reach more people. My journey's just getting started!
Entities: calvin, feedback, positive, story
Relations: appreciate, share
Triples: (calvin, appreciate, positive_feedback); (calvin, share, his_own_story)

Keywords: calvin, difference, exciting, feedback, get, getting, gives, going, got, into, journey, keep, like, making, moments, music, people, positive, reach, remind",1,2,"calvin, feedback, positive, story","appreciate, share",0
conv-50_session_18_D18:6,"Wow, Calvin! You've come a long way since we started talking music. What's next for you? Anything exciting coming up?","Wow, Calvin! You've come a long way since we started talking music. What's next for you? Anything exciting coming up?
Entities: calvin, dave, music
Relations: appreciate
Triples: (dave, appreciate, calvin_'s_music)

Keywords: anything, calvin, come, coming, dave, exciting, long, music, next, since, started, talking, way, wow",1,1,"calvin, dave, music",appreciate,0
conv-50_session_18_D18:7,"Thanks Dave! Lots of cool stuff happening. Next up, a tour - so excited! After that, I'm off to explore and grow my brand. Can't wait to see what the future has in store!","Thanks Dave! Lots of cool stuff happening. Next up, a tour - so excited! After that, I'm off to explore and grow my brand. Can't wait to see what the future has in store!
Entities: calvin, tour
Relations: go
Triples: (calvin, go, on_a_tour)

Keywords: brand, calvin, cool, dave, excited, explore, future, grow, happening, lots, next, see, store, stuff, thanks, tour, wait",1,1,"calvin, tour",go,0
conv-50_session_18_D18:8,"Wow, Calvin! Congrats on the upcoming tour! Can't wait to see you perform. Do you have any cities or venues in mind?","Wow, Calvin! Congrats on the upcoming tour! Can't wait to see you perform. Do you have any cities or venues in mind?",0,0,,,0
conv-50_session_18_D18:9,Yay! Dave! We're hitting some awesome spots - it's gonna be epic!,Yay! Dave! We're hitting some awesome spots - it's gonna be epic!,0,0,,,0
conv-50_session_19_D19:1,"Hey Calvin! Long time no talk! Got some cool news to share - last night was a blast! My band and I were jamming and the music just kept flowing. We had so much fun rehearsing! Also, last weekend, I had the opportunity to attend a rock concert here in Boston. Just take a look at what an amazing atmosphere it was!","Hey Calvin! Long time no talk! Got some cool news to share - last night was a blast! My band and I were jamming and the music just kept flowing. We had so much fun rehearsing! Also, last weekend, I had the opportunity to attend a rock concert here in Boston. Just take a look at what an amazing atmosphere it was!
Entities: concert, dave, fun, jamming, rock, session
Relations: attend
Triples: (dave, have, a_fun_jamming_session); (dave, attend, a_rock_concert)

Keywords: amazing, atmosphere, attend, band, blast, boston, calvin, concert, cool, dave, flowing, fun, got, hey, jamming, kept, last, long, look, much",1,2,"concert, dave, fun, jamming, rock, session",attend,0
conv-50_session_19_D19:10,"Dave, it's awesome seeing people happy thanks to you! Fixing cars is such an art. You're inspiring - keep up the good work!","Dave, it's awesome seeing people happy thanks to you! Fixing cars is such an art. You're inspiring - keep up the good work!
Entities: calvin, cars, dave, fixing, talent
Relations: appreciate
Triples: (calvin, appreciate, dave_'s_talent_in_fixing_cars)

Keywords: art, awesome, calvin, cars, dave, fixing, good, happy, inspiring, keep, people, seeing, talent, thanks, work",1,1,"calvin, cars, dave, fixing, talent",appreciate,0
