qa_id,user_id,sample_id,question,answer,category,evidence
conv-49_qa_173,conv-49,conv-49,What sports activity has Sam been doing to stay active while dealing with the knee injury?,Swimming,5,"[""D9:6""]"
conv-49_qa_174,conv-49,conv-49,What activity does Sam do to keep himself busy while healing his knee?,Watercolor painting,5,"[""D11:6""]"
conv-49_qa_175,conv-49,conv-49,What kind of writing does Evan enjoy as a form of expression?,creative writing,5,"[""D11:17""]"
conv-49_qa_176,conv-49,conv-49,What electronics issue has been frustrating Evan lately?,malfunctioning navigation app on the new phone,5,"[""D11:15""]"
conv-49_qa_177,conv-49,conv-49,What activity did Evan quit one year ago?,lifting weights,5,"[""D12:2""]"
conv-49_qa_178,conv-49,conv-49,Where did Sam and his mate plan to try skydiving?,Lake Tahoe,5,"[""D13:14""]"
conv-49_qa_179,conv-49,conv-49,What digestive issue did Evan experience lately?,Gastritis,5,"[""D14:1""]"
conv-49_qa_180,conv-49,conv-49,How did Sam start his transformation journey two years ago?,Changed his diet and started walking regularly,5,"[""D15:8""]"
conv-49_qa_181,conv-49,conv-49,What gift did Sam receive from a close friend?,1968 Kustom K-200A vintage guitar,5,"[""D16:10""]"
conv-49_qa_182,conv-49,conv-49,How does Sam describe the island he grew up on?,A happy place,5,"[""D17:18""]"
conv-49_qa_183,conv-49,conv-49,What was the main reason for Evan's frustration with his new Prius getting stolen?,He relied on it for his active lifestyle and road trips,5,"[""D18:1""]"
conv-49_qa_184,conv-49,conv-49,What family event is Sam planning for next summer?,big family reunion,5,"[""D19:11""]"
conv-49_qa_185,conv-49,conv-49,What is the motto of Sam's family?,'Bring it on Home',5,"[""D19:7""]"
conv-49_qa_186,conv-49,conv-49,Who helped Sam get the painting published in the exhibition?,a close friend,5,"[""D20:17""]"
conv-49_qa_187,conv-49,conv-49,How did Sam feel when he painted the piece with the bird flying over it?,a sense of joy and freedom,5,"[""D21:16""]"
conv-49_qa_188,conv-49,conv-49,How did Sam describe the process of creating the painting with the bird flying over it?,embracing the creative process without restraint,5,"[""D21:16""]"
conv-49_qa_189,conv-49,conv-49,"What did Evan and his partner keep from their extended family on January 5, 2024?",their marriage,5,"[""D23:1""]"
conv-49_qa_190,conv-49,conv-49,What was Sam limiting himself to on his new diet?,just two ginger snaps a day,5,"[""D23:15""]"
conv-49_qa_191,conv-49,conv-49,What dance activity did Evan and his partner try in a recent weekend?,Snowshoeing,5,"[""D24:9""]"
conv-49_qa_192,conv-49,conv-49,What suggestions did Evan give for high-impact exercises?,"swimming, yoga, walking",5,"[""D24:17""]"
conv-49_qa_193,conv-49,conv-49,What movie did Evan watch that motivated him to keep up with his routine?,The Godfather,5,"[""D24:18""]"
conv-49_qa_194,conv-49,conv-49,What activity hindered Evan's stress and flexibility?,Yoga,5,"[""D24:19""]"
conv-49_qa_195,conv-49,conv-49,What did Sam share a photo of that was taken on a camping trip?,a kayak,5,"[""D25:8""]"
conv-50_qa_0,conv-50,conv-50,When did Calvin first travel to Tokyo?,between 26 March and 20 April 2023,2,"[""D3:1""]"
conv-50_qa_1,conv-50,conv-50,What items did Calvin buy in March 2023?,"mansion in Japan, luxury car Ferrari 488 GTB",1,"[""D1:3"", ""D2:1""]"
conv-50_qa_2,conv-50,conv-50,When did Dave see Aerosmith perform live?,"on the weekend before March 26, 2023",2,"[""D2:10""]"
conv-50_qa_3,conv-50,conv-50,Which bands has Dave enjoyed listening to?,"Aerosmith, The Fireworks",1,"[""D2:10"", ""D23:9""]"
conv-50_qa_4,conv-50,conv-50,Which country do Calvin and Dave want to meet in?,United States,3,"[""D3:9"", ""D3:10""]"
conv-50_qa_5,conv-50,conv-50,What are Dave's dreams?,"open a car maintenance shop, work on classic cars, build a custom car from scratch",1,"[""D4:5"", ""D4:5"", ""D5:5""]"
conv-50_qa_6,conv-50,conv-50,Which types of cars does Dave like the most?,classic vintage cars,1,"[""D4:5"", ""D1:2"", ""D3:12"", ""D4:7""]"
conv-50_qa_7,conv-50,conv-50,Does Dave's shop employ a lot of people?,Yes,3,"[""D4:17""]"
conv-50_qa_8,conv-50,conv-50,When did Dave start his car maintenance shop?,"May 1, 2023",2,"[""D4:1""]"
conv-50_qa_9,conv-50,conv-50,When did a mishap occur with Calvin's musical gear and favorite mic?,"On a week before 16 May, 2023",2,"[""D6:3""]"
conv-50_qa_10,conv-50,conv-50,When did Calvin's place get flooded in Tokyo?,"On a week before 16 May, 2023",2,"[""D6:3""]"
conv-50_qa_11,conv-50,conv-50,What mishaps has Calvin run into?,"flooding of his mansion, car accident",1,"[""D6:1"", ""D9:1""]"
conv-50_qa_12,conv-50,conv-50,When was Calvin's concert in Tokyo?,last week of May 2023,2,"[""D6:11"", ""D7:1""]"
conv-50_qa_13,conv-50,conv-50,Would Calvin enjoy performing at the Hollywood Bowl?,Yes; because he enjoys the rush of performing onstage to large crowds,3,"[""D7:11""]"
conv-50_qa_14,conv-50,conv-50,When did Calvin meet with the creative team for his new album?,"8 June, 2023",2,"[""D8:1""]"
conv-50_qa_15,conv-50,conv-50,Why does Dave regularly visit parks?,because it relaxes and calms him,1,"[""D8:4"", ""D1:16""]"
conv-50_qa_16,conv-50,conv-50,When did Dave take a trip to mountainous regions?,July 2023,2,"[""D8:10""]"
conv-50_qa_17,conv-50,conv-50,When did Calvin have a car incident?,"on the Friday before 21 June, 2023",2,"[""D9:1""]"
conv-50_qa_18,conv-50,conv-50,How many times has Calvin had to deal with insurance paperwork?,two times,1,"[""D6:5"", ""D9:1""]"
conv-50_qa_19,conv-50,conv-50,Which places or events has Calvin visited in Tokyo?,"music festival, car museum, Shibuya crossing, Shinjuku",1,"[""D3:1"", ""D12:7"", ""D24:19""]"
conv-50_qa_20,conv-50,conv-50,Who inspired Dave's passion for car engineering?,His Dad,1,"[""D12:2"", ""D12:4"", ""D26:6""]"
conv-50_qa_21,conv-50,conv-50,Does Calvin wish to become more popular?,Yes; he want's to grow his fanbase,3,"[""D12:11"", ""D27:1""]"
conv-50_qa_22,conv-50,conv-50,Does Calvin want to expand his brand?,yes,1,"[""D12:11"", ""D18:7""]"
conv-50_qa_23,conv-50,conv-50,What is Dave's main passion?,auto engineering,1,"[""D13:3"", ""D5:5"", ""D4:5"", ""D3:12""]"
conv-50_qa_24,conv-50,conv-50,Can Dave work with engines?,yes,1,"[""D13:7"", ""D22:5"", ""D20:1""]"
conv-50_qa_25,conv-50,conv-50,When did Dave host a card-playing night with his friends?,"on the Friday before 22 August, 2023",2,"[""D15:1""]"
conv-50_qa_26,conv-50,conv-50,When did Calvin record a podcast with his friends?,"21 August, 2023",2,"[""D15:12""]"
conv-50_qa_27,conv-50,conv-50,Which city was Calvin visiting in August 2023?,Miami,2,"[""D16:6""]"
conv-50_qa_28,conv-50,conv-50,What does Calvin do to relax?,"take long drives in his car, embrace nature, fixing cars",1,"[""D5:8"", ""D5:10"", ""D7:5""]"
conv-50_qa_29,conv-50,conv-50,What are Dave's hobbies other than fixing cars?,"take a walk, go hiking, listen to favorite albums, live concerts, photography",1,"[""D5:9"", ""D5:11"", ""D8:8"", ""D27:2""]"
conv-50_qa_30,conv-50,conv-50,What kind of music does Dave listen to?,"classic rock, Japanese music",1,"[""D2:10"", ""D28:40"", ""D10:11""]"
conv-50_qa_31,conv-50,conv-50,Where was Dave in the last two weeks of August 2023?,San Francisco,2,"[""D14:1"", ""D17:1""]"
conv-50_qa_32,conv-50,conv-50,Where did Dave return from with new knowledge of different techniques of car restoration?,San Francisco,1,"[""D17:1"", ""D14:1""]"
conv-50_qa_33,conv-50,conv-50,What was Dave doing in San Francisco?,attending a car modification workshop,1,"[""D17:1"", ""D14:1""]"
conv-50_qa_34,conv-50,conv-50,When did Dave return from San Francisco?,"September 1, 2023",2,"[""D17:1""]"
conv-50_qa_35,conv-50,conv-50,When did Calvin book flight tickets to Boston?,last week of August 2023,2,"[""D17:6""]"
conv-50_qa_36,conv-50,conv-50,When was Calvin's album released?,"September 11, 2023",2,"[""D18:1""]"
conv-50_qa_37,conv-50,conv-50,Does Calvin love music tours?,yes,3,"[""D18:7"", ""D16:2"", ""D7:1""]"
conv-50_qa_38,conv-50,conv-50,When did Dave have a great jam session with his band?,"September 14, 2023",2,"[""D19:1""]"
conv-50_qa_39,conv-50,conv-50,Would Dave prefer working on a Dodge Charger or a Subaru Forester?,Dodge Charger,3,[]
conv-50_qa_40,conv-50,conv-50,What was the artists Calvin used to listen to when he was a kid?,Tupac and Dr. Dre,1,"[""D20:8"", ""D20:6""]"
conv-50_qa_41,conv-50,conv-50,Which of their family member do Calvin and Dave have nostalgic memories about?,Dad,1,"[""D12:2"", ""D20:6""]"
conv-50_qa_42,conv-50,conv-50,"Based on the conversation, did Calvin and Dave have a meeting in Boston between August and November 2023? Answer in yes or no.",No,3,[]
conv-50_qa_43,conv-50,conv-50,"Which city was Calvin at on October 3, 2023?",Boston,2,"[""D21:1""]"
conv-50_qa_44,conv-50,conv-50,When did Calvin met with local artists in Boston?,"October 3, 2023",2,"[""D21:1""]"
conv-50_qa_45,conv-50,conv-50,What shared activities do Dave and Calvin have?,Working on cars,1,"[""D21:3"", ""D21:4""]"
conv-50_qa_46,conv-50,conv-50,What is Dave's favorite activity?,Restoring cars,1,"[""D21:4"", ""D22:7"", ""D19:7""]"
conv-50_qa_47,conv-50,conv-50,How many car shows has Dave attended?,two,1,"[""D3:12"", ""D22:1""]"
conv-50_qa_48,conv-50,conv-50,What was Dave doing in the first weekend of October 2023?,attending a car show,2,"[""D22:1""]"
conv-50_qa_49,conv-50,conv-50,"When Dave was a child, what did he and his father do in the garage?","tinkering with car engines, restoration and refurbishing cars",1,"[""D12:2"", ""D12:4"", ""D22:5""]"
conv-50_qa_50,conv-50,conv-50,When did Calvin buy his second Ferrari?,first week of October 2023,2,"[""D23:16""]"
conv-50_qa_51,conv-50,conv-50,When did Calvin and Frank Ocean start collaborating?,August 2022,2,"[""D24:5"", ""D15:2""]"
conv-50_qa_52,conv-50,conv-50,When did Calvin plan on travelling to Tokyo the second time?,November 2023,2,"[""D24:17""]"
conv-50_qa_53,conv-50,conv-50,Who supports Calvin in tough times?,friends and team,1,"[""D25:6"", ""D29:7""]"
conv-50_qa_54,conv-50,conv-50,What does help Calvin stay connected to the creative process?,Calvin stays connected to the creative process by always staying up-to-date on world events and watching documentaries about artists.,1,"[""D25:8"", ""D28:31""]"
conv-50_qa_55,conv-50,conv-50,When did Calvin visit some of the sights in Boston with a former high school friend?,"October 24, 2023",2,"[""D26:1""]"
conv-50_qa_56,conv-50,conv-50,Which cities did Dave travel to in 2023?,"San Francsico, Detroit",1,"[""D14:1"", ""D26:2""]"
conv-50_qa_57,conv-50,conv-50,Which hobby did Dave pick up in October 2023?,photography,2,"[""D27:2""]"
conv-50_qa_58,conv-50,conv-50,Which events in Dave's life inspired him to take up auto engineering?,"attending a car show with Dad, working on an old car in a neighbor's garage when he was young, spent a summer restoring an old car with Dad",1,"[""D26:6"", ""D25:12"", ""D12:2"", ""D12:4""]"
conv-50_qa_59,conv-50,conv-50,How many Ferraris does Calvin own?,two,1,"[""D2:1"", ""D23:16""]"
conv-50_qa_60,conv-50,conv-50,What gifts has Calvin received from his artist friends?,"gold chain, custom-made guitar with an octopus on it",1,"[""D4:24"", ""D4:26"", ""D16:14""]"
conv-50_qa_61,conv-50,conv-50,How long did Dave's work on the Ford Mustang take?,nearly two months,2,"[""D14:11"", ""D20:1"", ""D21:4""]"
conv-50_qa_62,conv-50,conv-50,How long was the car modification workshop in San Francisco?,two weeks,2,"[""D14:1"", ""D17:1""]"
conv-50_qa_63,conv-50,conv-50,What style of guitars does Calvin own?,"custom-made yellow guitar with an octopus on it, shiny purple guitar",1,"[""D16:13"", ""D16:4"", ""D16:18"", ""D16:19""]"
conv-50_qa_64,conv-50,conv-50,What activities has Dave participated in with his friends?,"weekly visits to local parks, countryside roadtrip, celebration of the opening of his car maintenance shop, card-playing nights",1,"[""D10:3"", ""D11:1"", ""D6:8"", ""D15:1""]"
conv-50_qa_65,conv-50,conv-50,When did Dave take a photo of a Boston clock tower?,September 2023,2,"[""D27:6""]"
conv-50_qa_66,conv-50,conv-50,Do all of Dave's car restoration projects go smoothly?,No,1,"[""D27:10"", ""D13:7"", ""D25:17"", ""D20:1""]"
conv-50_qa_67,conv-50,conv-50,Where was Calvin located in the last week of October 2023?,Tokyo,2,"[""D28:1""]"
conv-50_qa_68,conv-50,conv-50,When did Dave find the car he repaired and started sharing in his blog?,last week of October 2023,2,"[""D28:20""]"
conv-50_qa_69,conv-50,conv-50,When did Dave buy a vintage camera?,November 2023,2,"[""D30:05""]"
conv-50_qa_70,conv-50,conv-50,When did Calvin attend a gala in Boston?,"November 16, 2023",2,"[""D30:1""]"
conv-50_qa_71,conv-50,conv-50,How long did Calvin plan to stay in Japan?,A few months,4,"[""D1:15""]"
conv-50_qa_72,conv-50,conv-50,Which band was Dave's favorite at the music festival in April 2023?,Aerosmith,4,"[""D2:10""]"
conv-50_qa_73,conv-50,conv-50,Where did Calvin attend a music festival in April 2023?,Tokyo,4,"[""D3:1""]"
conv-50_qa_74,conv-50,conv-50,What advice did Calvin receive from the producer at the music festival?,to stay true to himself and sound unique,4,"[""D3:7""]"
conv-50_qa_75,conv-50,conv-50,"What is Dave's new business venture as of 1 May, 2023?",Car maintenance shop,4,"[""D4:1""]"
conv-50_qa_76,conv-50,conv-50,What type of cars does Dave work on at his shop?,"all kinds of cars, from regular maintenance to full restorations of classic cars",4,"[""D4:19""]"
conv-50_qa_77,conv-50,conv-50,What did Calvin receive as a gift from another artist?,a gold necklace with a diamond pendant,4,"[""D4:26""]"
conv-50_qa_78,conv-50,conv-50,What was the necklace Calvin received meant to remind him of?,why he keeps hustling as a musician,4,"[""D4:26""]"
conv-50_qa_79,conv-50,conv-50,What does Dave do when he feels his creativity is frozen?,immerse himself in something he loves,4,"[""D5:11""]"
conv-50_qa_80,conv-50,conv-50,How does Calvin plan to jumpstart his inspiration?,explore other things and have some fun,4,"[""D5:11""]"
conv-50_qa_81,conv-50,conv-50,What did Calvin manage to save during the flood incident?,music gear and favorite microphone,4,"[""D6:3""]"
conv-50_qa_82,conv-50,conv-50,What did Dave open in May 2023?,a car shop,4,"[""D6:8""]"
conv-50_qa_83,conv-50,conv-50,What gives Dave a sense of achievement and purpose?,Fixing up things,4,"[""D7:6""]"
conv-50_qa_84,conv-50,conv-50,What fuels Calvin's soul?,Performing live,4,"[""D7:11""]"
conv-50_qa_85,conv-50,conv-50,What is Dave doing to relax on weekends?,exploring parks,4,"[""D8:4""]"
conv-50_qa_86,conv-50,conv-50,What sports activity is Calvin planning to try after the tour with Frank Ocean?,Skiing,4,"[""D9:15""]"
conv-50_qa_87,conv-50,conv-50,"What was Calvin excited to do after getting his car fixed on 7 July, 2023?",get back on the road,4,"[""D10:1""]"
conv-50_qa_88,conv-50,conv-50,What did Calvin and his friends arrange for in the park?,regular walks together,4,"[""D10:3""]"
conv-50_qa_89,conv-50,conv-50,What kind of music has Calvin been creating lately?,experimenting with different genres,4,"[""D11:6""]"
conv-50_qa_90,conv-50,conv-50,How does Calvin describe his process of adding electronic elements to his songs?,gives them a fresh vibe,4,"[""D11:6""]"
conv-50_qa_91,conv-50,conv-50,What car brand does Calvin own that he is proud of?,Ferrari,4,"[""D12:7""]"
conv-50_qa_92,conv-50,conv-50,What is Calvin's biggest current goal?,expand his brand worldwide and grow his fanbase,4,"[""D12:11""]"
conv-50_qa_93,conv-50,conv-50,What is Dave's advice to Calvin regarding his dreams?,to never forget his dreams,4,"[""D12:14""]"
conv-50_qa_94,conv-50,conv-50,"What workshop did Dave get picked for on 11 August, 2023?",Car mod workshop,4,"[""D13:1""]"
conv-50_qa_95,conv-50,conv-50,What kind of modifications has Dave been working on in the car mod workshop?,"engine swaps, suspension modifications, and body modifications",4,"[""D13:7""]"
conv-50_qa_96,conv-50,conv-50,What type of car did Dave work on during the workshop?,classic muscle car,4,"[""D13:7""]"
conv-50_qa_97,conv-50,conv-50,What does Dave say is important for making his custom cars unique?,attention to small details,4,"[""D13:11""]"
conv-50_qa_98,conv-50,conv-50,How did the audience in Tokyo react when Calvin sang one of his songs?,Everyone was so into it and sang along,4,"[""D14:6""]"
conv-50_qa_99,conv-50,conv-50,How did Calvin meet Frank Ocean?,At a music festival in Tokyo,4,"[""D15:4""]"
