qa_id,category,question,gold_memory_ids,retrieved_memory_ids,hit1,hit5,hit10,rr
conv-48_qa_238,5,"What activity did Jolene enjoy at the music festival with their pals on September 20, 2023?",D30:1,D30:1;D22:22;D2:8;D23:5;D28:24;D15:4;D16:13;D23:9;D1:25;D3:23,1,1,1,1.0
conv-49_qa_0,1,What kind of car does Evan drive?,D18:1;D18:3;D1:2;D1:4;D22:2,D3:13;D28:19;D14:16;D22:1;D3:13;D30:22;D4:4;D2:16;D18:18;D11:32,0,0,0,0.0
conv-49_qa_1,1,What kinds of things did Evan have broken?,D18:1;D18:2;D18:3;D1:2;D1:4,D14:9;D22:22;D23:12;D1:19;D1:15;D23:11;D15:9;D2:16;D20:12;D9:4,0,0,0,0.0
conv-49_qa_2,1,Where has Evan been on roadtrips with his family?,D1:2;D1:4;D2:1,D23:12;D2:16;D4:19;D14:13;D17:9;D19:8;D23:4;D19:6;D13:16;D12:15,0,0,0,0.0
conv-49_qa_3,1,How many Prius has Evan owned?,D1:2;D1:4,D8:2;D1:2;D2:16;D1:4;D4:19;D14:13;D17:9;D13:16;D12:15;D9:19,0,1,1,0.5
conv-49_qa_4,2,Which hobby did Sam take up in May 2023?,D1:11,D22:22;D23:19;D13:5;D1:15;D9:4;D28:7;D3:5;D7:19;D24:7;D17:28,0,0,0,0.0
conv-49_qa_5,3,Which country was Evan visiting in May 2023?,D2:1,D16:10;D6:18;D17:22;D6:13;D29:11;D23:17;D2:16;D4:19;D25:5;D14:13,0,0,0,0.0
conv-49_qa_6,1,How many roadtrips did Evan take in May 2023?,D1:4;D2:1,D22:22;D1:15;D15:9;D2:16;D9:4;D4:19;D14:13;D28:7;D17:9;D3:5,0,0,0,0.0
conv-49_qa_7,1,What new hobbies did Sam consider trying?,D10:8;D13:6;D13:8;D1:11;D20:6;D21:19;D2:10;D7:2;D7:4;D7:6,D2:18;D1:10;D1:20;D22:22;D11:1;D10:12;D17:4;D1:9;D2:9;D1:11,0,0,1,0.1
conv-49_qa_8,1,What hobby did Evan start practicing a few years ago that he enjoys?,D1:14;D1:16;D8:13;D8:14,D8:13;D1:5;D3:27;D16:6;D22:22;D15:21;D1:18;D23:18;D5:15;D8:15,1,1,1,1.0
conv-49_qa_9,2,When did Evan go to Jasper with his family?,D2:1,D22:22;D2:2;D23:12;D1:15;D2:1;D15:9;D2:16;D9:4;D4:19;D14:13,0,1,1,0.2
conv-49_qa_10,3,"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",D19:1;D19:3;D2:1;D2:3,D26:4;D8:32;D10:12;D19:13;D8:19;D30:6;D18:2;D15:18;D25:8;D20:35,0,0,0,0.0
conv-49_qa_11,1,What health issue did Sam face that motivated him to change his lifestyle?,D10:6;D12:1;D13:2;D14:1;D15:1;D16:3;D17:3;D24:12;D24:14;D24:20;D25:1;D25:3;D2:6;D3:4;D5:5;D6:2;D7:12;D7:2;D8:1,D22:22;D2:7;D9:5;D15:9;D3:1;D4:4;D22:6;D29:12;D11:24;D1:15,0,0,0,0.0
conv-49_qa_12,2,When did Sam first go to the doctor and find out he had a weight problem?,D2:6,D22:22;D24:13;D2:11;D21:11;D14:34;D2:6;D20:8;D14:14;D12:6;D28:21,0,0,1,0.16666666666666666
conv-49_qa_13,2,When did Evan have his sudden heart palpitation incident that really shocked him up?,D3:1,D3:1;D24:4;D22:22;D8:40;D2:1;D4:8;D4:19;D7:8;D21:7;D1:15,1,1,1,1.0
conv-49_qa_14,1,What is Evan's favorite food?,D22:12;D23:15;D3:3;D5:5,D25:20;D25:5;D27:25;D3:16;D6:10;D2:16;D8:2;D4:19;D14:13;D3:12,0,0,0,0.0
conv-49_qa_15,1,What kind of unhealthy snacks does Sam enjoy eating?,D3:4,D13:2;D14:16;D10:27;D4:6;D25:23;D3:23;D12:16;D8:5;D3:13;D22:17,0,0,0,0.0
conv-49_qa_16,1,What recurring issue frustrates Sam at the grocery store?,D22:19;D3:16,D9:5;D8:21;D3:11;D29:12;D24:22;D14:2;D3:7;D10:3;D3:16;D22:21,0,0,1,0.1111111111111111
conv-49_qa_17,2,When did Sam's friends mock him for being overweight?,D4:1,D22:22;D1:15;D9:4;D28:6;D28:7;D16:3;D17:12;D3:5;D7:19;D23:20,0,0,0,0.0
conv-49_qa_18,1,What kind of healthy food suggestions has Evan given to Sam?,D22:10;D22:14;D24:15;D3:5;D4:10,D11:9;D7:21;D8:13;D11:12;D13:6;D5:18;D3:13;D1:34;D7:5;D4:12,0,0,0,0.0
conv-49_qa_19,3,"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?",D12:11;D12:7;D14:12;D14:7;D22:1;D3:10;D3:15;D8:17;D8:22;D9:11;D9:8,D16:5;D26:23;D12:3;D20:12;D14:25;D19:6;D28:19;D16:4;D25:13;D4:11,0,0,0,0.0
conv-49_qa_20,3,"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",D14:12;D2:9;D3:1;D3:3;D3:5;D4:10;D5:9;D7:12;D7:2;D7:3;D7:5;D8:1;D8:12;D8:5;D8:7;D8:8;D9:1,D4:6;D8:19;D21:17;D7:21;D17:17;D2:7;D5:9;D19:22;D8:4;D4:3,0,0,1,0.14285714285714285
conv-49_qa_21,1,How does Evan describe the woman and his feelings for her that he met in Canada?,D23:3;D5:1;D5:3,D21:3;D5:1;D1:1;D4:7;D11:19;D6:2;D14:16;D18:3;D7:5;D2:16,0,1,1,0.5
conv-49_qa_22,2,When Evan did meet his future wife?,D5:1,D3:5;D7:8;D22:22;D17:4;D9:5;D12:13;D15:5;D8:2;D1:15;D15:9,0,0,0,0.0
conv-49_qa_23,2,When did Sam start working out at the gym?,D4:15,D25:14;D22:22;D4:15;D8:13;D17:14;D24:14;D1:15;D9:6;D14:8;D28:11,0,1,1,0.3333333333333333
conv-49_qa_24,2,What significant event happened in Sam's life towards the end of summer 2023?,D5:1,D23:11;D25:2;D8:20;D24:4;D20:1;D1:3;D2:7;D24:1;D3:6;D21:4,0,0,0,0.0
conv-49_qa_25,2,Which year did Evan start taking care of his health seriously?,D5:6;D5:7,D20:28;D26:24;D3:24;D7:13;D5:16;D12:14;D6:16;D7:11;D22:22;D17:6,0,0,0,0.0
conv-49_qa_26,1,What motivates Evan to take care of his health?,D5:11;D5:13;D5:9,D26:24;D3:24;D7:13;D5:16;D12:14;D6:16;D5:12;D19:14;D5:17;D4:3,0,0,0,0.0
conv-49_qa_27,3,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,D5:7,D2:5;D17:15;D1:12;D17:14;D19:2;D19:22;D12:14;D19:11;D3:15;D24:13,0,0,0,0.0
conv-49_qa_28,1,What kind of writing does Sam do to relax and cope with his health issues?,D11:7;D6:4,D6:3;D11:16;D5:5;D5:2;D5:3;D12:4;D1:11;D4:4;D16:3;D28:14,0,0,0,0.0
conv-49_qa_29,1,"Who did Evan meet on his trip to Canada, and who did he come back from Canada with?",D5:1;D6:1,D22:22;D21:3;D3:5;D5:1;D16:5;D1:15;D6:2;D9:4;D28:7;D23:23,0,1,1,0.25
conv-49_qa_30,2,When Evan get back from a vacation with his SO?,D6:1,D13:29;D2:16;D4:19;D14:13;D19:24;D17:9;D16:14;D13:16;D12:15;D9:19,0,0,0,0.0
conv-49_qa_31,3,How might Evan and Sam's experiences with health and lifestyle changes influence their approach to stress and challenges?,D9:1 D4:4 D4:6,D4:4;D2:7;D4:6;D13:5;D8:9;D3:1;D22:1;D8:4;D5:4;D16:23,0,0,0,0.0
conv-49_qa_32,1,What recurring frustration does Evan experience?,D21:20;D6:13,D24:22;D14:16;D10:14;D2:16;D1:4;D4:19;D14:13;D7:4;D17:9;D16:10,0,0,0,0.0
conv-49_qa_33,1,What is the recurring dream that Sam keeps having?,D24:22;D6:14,D24:22;D6:15;D18:22;D15:13;D5:14;D14:2;D15:17;D4:5;D3:10;D12:8,1,1,1,1.0
conv-49_qa_34,1,What accidents has Evan's son faced lately?,D20:3;D7:1,D25:11;D24:9;D13:6;D2:16;D18:4;D4:19;D4:26;D20:3;D14:13;D17:9,0,0,1,0.125
conv-49_qa_35,2,When was Evan's son injured at soccer?,D7:1,D7:1;D24:10;D7:8;D2:16;D18:4;D4:19;D20:3;D14:13;D17:9;D13:16,1,1,1,1.0
conv-49_qa_36,1,What kind of foods or recipes has Sam recommended to Evan?,D23:26;D7:8;D8:7,D7:7;D17:10;D7:5;D3:13;D10:12;D26:21;D30:22;D19:15;D2:16;D21:4,0,0,0,0.0
conv-49_qa_37,1,What kind of healthy meals did Sam start eating after getting a health scare?,D10:2;D11:1;D18:6;D3:2;D7:4;D8:1;D8:7,D8:6;D17:5;D17:2;D22:22;D14:1;D3:1;D7:7;D17:3;D7:5;D7:3,0,0,0,0.0
conv-49_qa_38,3,What role does nature and the outdoors play in Evan and Sam's mental well-being?,D22:1 D22:2 D9:10 D9:11,D14:10;D8:33;D8:22;D4:4;D21:6;D16:13;D25:13;D7:24;D13:6;D14:16,0,0,0,0.0
conv-49_qa_39,2,How many months lapsed between Sam's first and second doctor's appointment?,D2:6;D7:2,D24:13;D24:12;D22:20;D1:15;D18:10;D24:11;D5:10;D21:13;D11:38;D7:1,0,0,0,0.0
conv-49_qa_40,2,When did Evan start taking painting classes?,D8:12,D8:12;D22:22;D8:18;D28:13;D8:17;D25:16;D8:13;D8:15;D14:30;D8:16,1,1,1,1.0
conv-49_qa_41,2,Which classes did Evan join in mid-August 2023?,D8:12,D22:22;D28:13;D8:17;D8:18;D25:16;D8:15;D14:23;D21:23;D8:13;D8:31,0,0,0,0.0
conv-49_qa_42,1,How did Evan get into painting?,D1:14;D1:15;D1:16;D8:14,D22:22;D14:30;D8:19;D1:15;D21:15;D10:8;D8:13;D11:8;D1:15;D15:9,0,1,1,0.25
conv-49_qa_43,3,How often does Sam get health checkups?,D12:1;D2:6;D7:2,D14:16;D17:2;D16:4;D1:4;D3:9;D25:3;D7:4;D12:8;D7:24;D16:10,0,0,0,0.0
conv-49_qa_44,1,What kind of subjects does Evan enjoy painting?,D20:13;D20:15;D21:10;D21:14;D8:20,D8:19;D14:16;D20:14;D3:23;D12:16;D3:13;D10:8;D14:30;D2:14;D30:22,0,0,0,0.0
conv-49_qa_45,2,Which places in Canada was Evan visiting in July 2023?,D8:27;D9:10;D9:8,D2:11;D21:3;D16:13;D1:17;D6:2;D6:13;D29:11;D16:10;D23:17;D2:16,0,0,0,0.0
conv-49_qa_46,3,How do Evan and Sam use creative outlets to cope with life's challenges?,D21:18 D21:22 D11:15 D11:19,D17:11;D3:9;D17:16;D10:13;D12:4;D8:9;D16:3;D7:12;D10:14;D2:26,0,0,0,0.0
conv-49_qa_47,2,When did Evan go skiing in Banff?,D8:26;D8:27;D8:28,D8:27;D22:22;D9:16;D8:28;D8:30;D1:15;D15:9;D8:29;D19:7;D2:16,1,1,1,1.0
conv-49_qa_48,1,What new diet and lifestyle change did Sam adopt over time?,D21:9;D22:1;D8:1;D9:1,D4:4;D22:22;D9:1;D23:15;D9:2;D15:9;D18:1;D3:1;D2:7;D8:4,0,1,1,0.3333333333333333
conv-49_qa_49,1,Who was injured in Evan's family?,D11:2;D11:3;D7:1;D7:10;D7:9;D9:2,D23:12;D19:6;D23:8;D24:10;D2:16;D4:19;D14:13;D17:9;D19:8;D23:4,0,0,0,0.0
conv-49_qa_50,1,What kind of hobbies does Evan pursue?,D1:14;D1:6;D25:10;D25:8;D4:8;D6:1;D8:30;D9:6,D1:10;D12:1;D1:9;D23:19;D2:18;D3:13;D6:9;D14:16;D11:1;D4:11,0,0,0,0.0
conv-49_qa_51,3,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",D14:1;D14:2;D4:2;D4:6,D2:7;D22:1;D14:16;D1:4;D7:4;D16:10;D16:4;D3:9;D17:22;D28:23,0,0,0,0.0
conv-49_qa_52,2,Which activity do Evan and Sam plan on doing together during September 2023?,D10:12;D10:13;D10:14,D4:16;D10:14;D14:19;D16:21;D25:11;D20:2;D15:15;D2:16;D4:19;D15:13,0,1,1,0.5
conv-49_qa_53,2,When did Evan and Sam decide to paint together?,D10:12;D10:13;D10:14,D11:11;D7:19;D22:22;D5:16;D6:15;D10:13;D10:14;D8:13;D13:2;D15:2,0,0,1,0.16666666666666666
conv-49_qa_54,1,What personal health incidents does Evan face in 2023?,D11:2;D3:1;D9:2,D4:3;D25:3;D4:5;D14:16;D11:24;D4:16;D2:16;D1:4;D4:19;D14:13,0,0,0,0.0
conv-49_qa_55,1,What recurring adventure does Evan have with strangers?,D11:6;D14:2,D13:13;D14:17;D24:22;D12:15;D14:16;D2:16;D1:4;D29:31;D4:19;D23:8,0,0,0,0.0
conv-49_qa_56,1,What is Sam's persistent problem with his phone?,D11:15;D14:1,D21:11;D14:34;D14:14;D12:6;D28:21;D27:10;D24:19;D21:12;D11:16;D22:20,0,0,0,0.0
conv-49_qa_57,3,Which US state was Sam travelling in during October 2023?,D13:14,D5:2;D17:28;D2:5;D4:20;D18:11;D18:9;D18:15;D5:1;D18:7;D23:33,0,0,0,0.0
conv-49_qa_58,2,When did Evan start lifting weights?,D12:2,D12:2;D22:22;D30:4;D8:13;D1:15;D9:6;D15:9;D28:11;D2:16;D12:20,1,1,1,1.0
conv-49_qa_59,2,When did Sam and his friend decide to try kayaking?,D13:10,D2:25;D7:19;D16:11;D22:22;D5:16;D6:15;D13:10;D8:13;D15:2;D13:14,0,0,1,0.14285714285714285
conv-49_qa_60,2,Which new activity does Sam take up in October 2023?,D13:8,D4:16;D14:19;D14:16;D10:14;D1:4;D7:4;D18:2;D16:10;D9:17;D15:3,0,0,0,0.0
conv-49_qa_61,2,What kind of stress was Sam dealing with in October 2023?,D13:4,D13:5;D3:13;D13:4;D7:12;D30:22;D19:15;D24:12;D13:19;D23:9;D19:19,0,1,1,0.3333333333333333
conv-49_qa_62,1,What health scares did Sam and Evan experience?,D14:1;D14:2;D17:2;D3:1,D22:22;D4:3;D4:5;D8:20;D17:5;D25:3;D2:7;D1:15;D15:9;D17:2,0,0,1,0.1
conv-49_qa_63,2,When was Sam in the ER?,D14:1,D17:28;D2:5;D4:20;D18:11;D14:1;D18:9;D18:15;D23:33;D2:15;D2:17,0,1,1,0.2
conv-49_qa_64,1,Which ailment does Sam have to face due to his weight?,D12:1;D14:1;D2:6;D7:2,D20:8;D16:2;D20:9;D14:16;D11:24;D1:4;D25:17;D7:4;D16:5;D26:42,0,0,0,0.0
conv-49_qa_65,3,Does Evan live close to a beach or mountains?,D16:16;D16:18;D16:20,D29:11;D13:1;D20:37;D21:3;D4:39;D24:4;D17:13;D20:40;D14:16;D20:36,0,0,0,0.0
conv-49_qa_66,2,When did Evan lose his job?,D16:10,D22:22;D2:19;D16:11;D21:16;D17:2;D11:13;D15:13;D26:10;D1:6;D1:15,0,0,0,0.0
conv-49_qa_67,2,When did Evan and Sam planned a trip to the beach together?,D16:24,D21:3;D22:22;D3:11;D13:4;D4:12;D23:32;D11:4;D1:23;D8:11;D16:23,0,0,0,0.0
conv-49_qa_68,2,"What was Sam doing on December 4, 2023?",D18:6,D25:11;D24:1;D10:1;D28:14;D17:28;D14:19;D2:5;D28:19;D19:14;D4:20,0,0,0,0.0
conv-49_qa_69,1,Which two significant life events occur in Evan's life in December 2023 with his partner?,D19:1;D21:2,D23:11;D17:11;D23:7;D30:2;D24:4;D13:26;D16:12;D22:8;D19:14;D3:11,0,0,0,0.0
conv-49_qa_70,2,How long did Evan and his partner date before getting married?,D21:1;D5:1,D9:4;D22:22;D22:4;D7:6;D9:3;D3:15;D21:2;D21:1;D30:2;D26:9,0,0,1,0.125
conv-49_qa_71,3,Which major holiday season conincides with Evan's wedding?,D21:2,D8:27;D28:8;D8:13;D8:30;D1:3;D1:10;D23:20;D1:7;D13:14;D3:17,0,0,0,0.0
conv-49_qa_72,1,Which activity did Sam resume in December 2023 after a long time?,D20:6;D22:1,D1:1;D22:22;D21:1;D20:1;D19:1;D28:1;D21:2;D1:1;D13:1;D4:16,0,0,0,0.0
conv-49_qa_73,2,When is Evan planning a big family reunion?,D19:11,D19:11;D30:9;D24:13;D23:12;D20:16;D2:30;D2:16;D4:19;D14:13;D30:10,1,1,1,1.0
conv-49_qa_74,2,When did Evan's son fall off his bike?,D20:3,D22:22;D20:3;D20:38;D20:40;D1:15;D15:9;D2:16;D9:4;D18:4;D4:19,0,1,1,0.5
conv-49_qa_75,2,When did Evan announce his marriage to his extended family?,D23:1,D22:22;D23:1;D23:5;D22:5;D23:12;D1:15;D15:9;D2:16;D9:4;D4:19,0,1,1,0.5
conv-49_qa_76,2,When did Evan finish the painting that's hanging in the exhibit?,D20:13;D20:15,D22:22;D21:17;D14:30;D8:19;D1:15;D21:15;D28:25;D10:8;D6:6;D4:12,0,0,0,0.0
conv-49_qa_77,1,How does Evan spend his time with his bride after the wedding?,D23:15;D23:23;D23:25;D24:9,D31:21;D8:23;D24:9;D7:7;D24:8;D25:13;D17:29;D2:20;D9:10;D10:10,0,1,1,0.3333333333333333
conv-49_qa_78,1,Who did Evan tell about his marriage?,D21:2;D22:4;D22:5;D23:1;D23:5,D22:22;D22:5;D23:5;D1:15;D15:9;D2:16;D23:1;D9:4;D4:19;D21:5,0,1,1,0.5
conv-49_qa_79,2,When will Evan and his partner have their honeymoon in Canada?,D23:23,D21:3;D23:23;D6:2;D3:11;D30:2;D2:16;D23:26;D4:19;D8:16;D14:13,0,1,1,0.5
conv-49_qa_80,2,When did Evan have a drunken night with his friends?,D24:3,D25:2;D22:22;D15:1;D6:1;D1:15;D15:9;D2:16;D15:3;D9:4;D28:6,0,0,0,0.0
conv-49_qa_81,1,What is a stress reliever for Evan?,D10:8;D11:8;D16:23;D18:7;D1:14;D24:19;D24:21;D2:10;D2:11;D2:14;D8:18,D11:8;D16:23;D2:14;D13:5;D7:12;D2:16;D24:12;D13:19;D4:19;D14:13,1,1,1,1.0
conv-49_qa_82,1,What is a stress reliever for Sam?,D10:6;D13:2;D13:4;D16:17;D16:23;D18:8,D11:8;D13:5;D7:12;D24:12;D13:19;D15:2;D17:28;D2:5;D16:23;D18:7,0,0,1,0.1111111111111111
conv-49_qa_83,4,What type of car did Evan get after his old Prius broke down?,D1:2,D1:4;D22:22;D8:19;D28:19;D15:18;D22:28;D9:11;D15:20;D18:1;D6:3,0,0,0,0.0
conv-49_qa_84,4,How did Evan get into watercolor painting?,D1:16,D1:15;D1:17;D11:7;D22:22;D11:6;D14:30;D8:19;D21:15;D10:8;D8:13,0,0,0,0.0
conv-49_qa_85,4,What did Evan start doing a few years back as a stress-buster?,D1:14,D1:14;D20:21;D11:5;D22:22;D27:35;D8:13;D2:11;D16:23;D2:14;D28:26,1,1,1,1.0
conv-49_qa_86,4,What advice did Evan give Sam about finding a passion?,D1:18,D22:22;D32:11;D12:3;D20:12;D28:19;D4:11;D1:15;D2:19;D15:5;D15:9,0,0,0,0.0
conv-49_qa_87,4,"Where did Evan take his family for a road trip on 24 May, 2023?",D2:1,D1:2;D11:4;D23:12;D5:9;D22:22;D17:3;D9:11;D19:6;D18:3;D5:11,0,0,0,0.0
conv-49_qa_88,4,What did Evan find relaxing about his road trip to Jasper?,D2:3,D2:2;D11:4;D2:1;D5:9;D22:22;D17:3;D9:11;D5:11;D17:4;D18:17,0,0,0,0.0
conv-49_qa_89,4,What habit is Sam trying to change in terms of diet?,D3:4,D7:21;D30:17;D25:26;D3:4;D20:4;D17:7;D24:20;D15:8;D15:9;D24:11,0,1,1,0.25
conv-49_qa_90,4,What new suggestion did Evan give to Sam regarding his soda and candy consumption?,D3:5,D3:4;D4:7;D18:9;D22:22;D15:5;D21:5;D1:21;D6:16;D30:13;D4:28,0,0,0,0.0
conv-49_qa_91,4,What did Sam agree to try instead of soda and candy?,D3:6,D3:4;D4:7;D22:22;D4:8;D3:5;D8:21;D26:15;D23:27;D13:8;D26:15,0,0,0,0.0
conv-49_qa_92,4,What frustrating issue did Sam face at the supermarket?,D3:16,D3:16;D9:5;D22:22;D22:6;D16:1;D29:12;D11:24;D1:15;D19:4;D14:6,1,1,1,1.0
conv-49_qa_93,4,What novel is Evan reading that he finds gripping?,D4:10,D4:8;D28:17;D21:8;D4:19;D4:11;D4:10;D4:9;D23:18;D8:14;D14:7,0,0,1,0.16666666666666666
conv-49_qa_94,4,What kind of water does Evan suggest Sam try as an alternative to soda?,D4:8,D4:8;D16:11;D10:10;D7:5;D9:12;D3:5;D3:4;D3:13;D1:19;D4:7,1,1,1,1.0
conv-49_qa_95,4,What does the smartwatch help Evan with?,D5:9,D7:4;D13:12;D14:16;D16:16;D12:5;D28:14;D2:16;D8:20;D1:4;D4:19,0,0,0,0.0
conv-49_qa_96,4,What does the bonsai tree symbolize for Evan?,D5:17,D8:31;D8:30;D30:12;D14:16;D8:32;D14:15;D8:33;D2:16;D1:4;D4:19,0,0,0,0.0
conv-49_qa_97,4,Why did Evan decide to get the bonsai tree?,D5:17,D7:19;D8:31;D22:22;D5:16;D6:15;D11:11;D8:13;D15:2;D30:12;D8:32,0,0,0,0.0
conv-49_qa_98,4,"According to Sam, what is more important than perfection?",D6:6,D6:6;D15:2;D6:7;D4:13;D19:24;D13:34;D17:28;D2:5;D3:9;D4:20,1,1,1,1.0
conv-49_qa_99,4,What did Evan suggest Sam to check out for insights into his dream?,D6:15,D6:15;D22:22;D16:11;D10:10;D9:12;D7:5;D16:19;D5:2;D26:2;D7:3,1,1,1,1.0
conv-49_qa_100,4,What did Evan mention he had been searching for fruitlessly for half an hour?,D6:13,D6:13;D22:22;D7:13;D11:32;D18:21;D6:14;D8:14;D9:16;D1:15;D15:9,1,1,1,1.0
conv-49_qa_101,4,What class is Sam taking to learn how to make healthier meals?,D7:2,D7:2;D8:6;D7:3;D7:7;D10:4;D26:7;D2:23;D8:2;D2:7;D24:20,1,1,1,1.0
conv-49_qa_102,4,"What dish did Sam make on 18 August, 2023 that turned out flavorful?",D7:4,D22:22;D7:6;D10:22;D8:34;D22:4;D21:5;D10:10;D8:7;D1:15;D23:19,0,0,0,0.0
conv-49_qa_103,4,"What kind of recipe did Evan request from Sam on 19 August, 2023?",D7:7,D22:22;D16:9;D10:5;D3:13;D15:35;D8:10;D18:10;D1:15;D8:11;D30:22,0,0,0,0.0
conv-49_qa_104,4,"What food did Sam share a photo of on 19 August, 2023?",D8:1,D22:22;D23:20;D15:16;D25:14;D17:35;D3:14;D20:7;D29:17;D10:5;D28:13,0,0,0,0.0
conv-49_qa_105,4,What type of painting classes did Evan start taking in 2023?,D8:12,D8:19;D22:22;D8:18;D28:13;D8:17;D8:12;D25:16;D8:13;D15:18;D8:15,0,0,1,0.16666666666666666
conv-49_qa_106,4,What did Evan start painting years ago due to being inspired by a friend's gift?,D8:14,D8:13;D1:5;D3:27;D16:6;D22:22;D15:21;D1:18;D8:15;D23:18;D21:17,0,0,0,0.0
conv-49_qa_107,4,What nature concept do watercolor painting classes emphasize according to Evan?,D8:18,D1:15;D1:17;D11:7;D8:18;D28:13;D8:17;D8:19;D25:16;D11:6;D8:12,0,1,1,0.25
conv-49_qa_108,4,What type of landscapes does Evan love painting the most?,D8:20,D16:19;D8:20;D1:6;D8:19;D14:30;D8:6;D11:11;D21:5;D15:18;D9:11,0,1,1,0.5
conv-49_qa_109,4,What fun activity did Evan mention doing in July 2023?,D8:26,D22:22;D10:14;D4:16;D16:13;D24:10;D14:19;D6:14;D2:26;D1:15;D18:4,0,0,0,0.0
conv-49_qa_110,4,What injury did Evan suffer from in August 2023?,D9:2,D22:22;D18:13;D18:9;D19:1;D1:15;D29:10;D15:9;D2:16;D9:4;D18:3,0,0,0,0.0
conv-49_qa_111,4,What sports activity has Evan been doing to stay active while dealing with the knee injury?,D9:6,D11:3;D9:6;D5:10;D22:1;D24:11;D24:12;D3:15;D11:2;D24:10;D26:21,0,1,1,0.5
conv-49_qa_112,4,What suggestion did Sam give to Evan to help with his knee issue?,D9:5,D18:9;D22:22;D10:12;D1:21;D11:3;D9:5;D29:14;D6:16;D4:28;D2:5,0,0,1,0.16666666666666666
conv-49_qa_113,4,What did Evan suggest Sam try as a calming hobby?,D10:8,D10:8;D16:11;D22:22;D9:12;D10:10;D7:5;D1:19;D23:19;D13:22;D10:9,1,1,1,1.0
conv-49_qa_114,4,What did Evan recommend Sam acquire to get started with painting?,D10:11,D8:14;D22:22;D10:9;D14:30;D3:16;D8:19;D2:11;D1:15;D21:18;D21:15,0,0,0,0.0
conv-49_qa_115,4,What activity does Evan do to keep himself busy while healing his knee?,D11:6,D11:3;D10:14;D4:16;D14:19;D3:17;D14:16;D2:16;D1:4;D11:2;D4:19,0,0,0,0.0
conv-49_qa_116,4,What painting did Evan share with Sam in October?,D11:8,D14:30;D22:22;D13:8;D8:19;D1:15;D21:18;D21:15;D10:8;D10:5;D11:10,0,0,0,0.0
conv-49_qa_117,4,What kind of writing does Sam enjoy as a form of expression?,D11:17,D11:16;D11:13;D14:16;D16:10;D4:4;D1:10;D4:15;D3:23;D12:16;D3:13,0,0,0,0.0
conv-49_qa_118,4,What electronics issue has been frustrating Sam lately?,D11:15,D9:5;D3:16;D25:11;D16:1;D29:12;D14:6;D21:2;D9:3;D9:2;D8:3,0,0,0,0.0
conv-49_qa_119,4,What activity did Evan start one year ago?,D12:2,D2:24;D22:22;D8:13;D12:2;D27:4;D10:14;D4:15;D4:16;D14:19;D6:16,0,1,1,0.25
conv-49_qa_120,4,What advice did Evan give to Sam to avoid injuries while starting weightlifting?,D12:4,D2:7;D22:22;D12:4;D14:9;D13:5;D12:3;D20:12;D28:19;D2:8;D4:11,0,1,1,0.3333333333333333
conv-49_qa_121,4,Where did Sam and his mate plan to try kayaking?,D13:14,D13:10;D22:22;D13:11;D13:14;D16:16;D13:8;D23:27;D1:15;D4:13;D25:10,0,1,1,0.25
conv-49_qa_122,4,What digestive issue did Sam experience lately?,D14:1,D22:22;D9:5;D25:11;D8:20;D29:12;D1:15;D21:2;D9:4;D28:7;D8:3,0,0,0,0.0
conv-49_qa_123,4,What adventurous theme is emerging in Evan's life as mentioned by Sam?,D14:2,D17:11;D8:32;D28:9;D25:25;D28:8;D14:2;D2:16;D18:8;D4:19;D14:13,0,0,1,0.16666666666666666
conv-49_qa_124,4,What does Evan mention about his progress at the gym to Sam?,D14:8,D14:8;D12:6;D17:16;D6:14;D12:7;D17:14;D7:14;D14:16;D6:7;D21:12,1,1,1,1.0
conv-49_qa_125,4,How did Evan start his transformation journey two years ago?,D15:8,D8:13;D1:5;D3:27;D16:6;D22:22;D15:21;D1:18;D23:18;D5:15;D3:1,0,0,0,0.0
conv-49_qa_126,4,What gift did Evan receive from a close friend?,D16:10,D20:17;D16:10;D22:22;D29:11;D26:2;D19:22;D4:39;D24:4;D12:5;D17:13,0,1,1,0.5
conv-49_qa_127,4,Why had Evan been going through a tough time lately?,D16:10,D8:3;D12:5;D21:2;D4:16;D5:17;D21:1;D15:15;D7:7;D23:2;D18:4,0,0,0,0.0
conv-49_qa_128,4,How does Evan describe the island he grew up on?,D17:18,D17:18;D14:16;D6:10;D2:16;D1:4;D4:19;D14:13;D7:4;D17:9;D16:10,1,1,1,1.0
conv-49_qa_129,4,What was the main reason for Evan's frustration with his new Prius breaking down?,D18:1,D1:2;D18:2;D18:3;D18:1;D6:14;D20:10;D7:8;D10:7;D2:8;D11:9,0,1,1,0.25
conv-49_qa_130,4,How did Sam suggest Evan view the setback with his broken Prius?,D18:5,D22:22;D16:11;D30:5;D1:2;D10:10;D9:12;D7:5;D24:12;D9:15;D3:18,0,0,0,0.0
