query_id,question,category,conversation_id,gold_memory_ids,split
conv-50_qa_14,When did Calvin meet with the creative team for his new album?,2,conv-50,conv-50_session_8_D8:1,test
conv-50_qa_15,Why does Dave regularly visit parks?,1,conv-50,conv-50_session_8_D8:4;conv-50_session_1_D1:16,test
conv-50_qa_16,When did Dave take a trip to mountainous regions?,2,conv-50,conv-50_session_8_D8:10,test
conv-50_qa_17,When did Calvin have a car incident?,2,conv-50,conv-50_session_9_D9:1,test
conv-50_qa_18,How many times has Calvin had to deal with insurance paperwork?,1,conv-50,conv-50_session_6_D6:5;conv-50_session_9_D9:1,test
conv-50_qa_19,Which places or events has Calvin visited in Tokyo?,1,conv-50,conv-50_session_3_D3:1;conv-50_session_12_D12:7;conv-50_session_24_D24:19,test
conv-50_qa_20,Who inspired Dave's passion for car engineering?,1,conv-50,conv-50_session_12_D12:2;conv-50_session_12_D12:4;conv-50_session_26_D26:6,test
conv-50_qa_21,Does Calvin wish to become more popular?,3,conv-50,conv-50_session_12_D12:11;conv-50_session_27_D27:1,test
conv-50_qa_22,Does Calvin want to expand his brand?,1,conv-50,conv-50_session_12_D12:11;conv-50_session_18_D18:7,test
conv-50_qa_23,What is Dave's main passion?,1,conv-50,conv-50_session_13_D13:3;conv-50_session_5_D5:5;conv-50_session_4_D4:5;conv-50_session_3_D3:12,test
conv-50_qa_24,Can Dave work with engines?,1,conv-50,conv-50_session_13_D13:7;conv-50_session_22_D22:5;conv-50_session_20_D20:1,test
conv-50_qa_25,When did Dave host a card-playing night with his friends?,2,conv-50,conv-50_session_15_D15:1,test
conv-50_qa_26,When did Calvin record a podcast with his friends?,2,conv-50,conv-50_session_15_D15:12,test
conv-50_qa_27,Which city was Calvin visiting in August 2023?,2,conv-50,conv-50_session_16_D16:6,test
conv-50_qa_28,What does Calvin do to relax?,1,conv-50,conv-50_session_5_D5:8;conv-50_session_5_D5:10;conv-50_session_7_D7:5,test
conv-50_qa_29,What are Dave's hobbies other than fixing cars?,1,conv-50,conv-50_session_5_D5:9;conv-50_session_5_D5:11;conv-50_session_8_D8:8;conv-50_session_27_D27:2,test
conv-50_qa_30,What kind of music does Dave listen to?,1,conv-50,conv-50_session_2_D2:10;conv-50_session_28_D28:40;conv-50_session_10_D10:11,test
conv-50_qa_31,Where was Dave in the last two weeks of August 2023?,2,conv-50,conv-50_session_14_D14:1;conv-50_session_17_D17:1,test
conv-50_qa_32,Where did Dave return from with new knowledge of different techniques of car restoration?,1,conv-50,conv-50_session_17_D17:1;conv-50_session_14_D14:1,test
conv-50_qa_33,What was Dave doing in San Francisco?,1,conv-50,conv-50_session_17_D17:1;conv-50_session_14_D14:1,test
conv-50_qa_34,When did Dave return from San Francisco?,2,conv-50,conv-50_session_17_D17:1,test
conv-50_qa_35,When did Calvin book flight tickets to Boston?,2,conv-50,conv-50_session_17_D17:6,test
conv-50_qa_36,When was Calvin's album released?,2,conv-50,conv-50_session_18_D18:1,test
conv-50_qa_37,Does Calvin love music tours?,3,conv-50,conv-50_session_18_D18:7;conv-50_session_16_D16:2;conv-50_session_7_D7:1,test
conv-50_qa_38,When did Dave have a great jam session with his band?,2,conv-50,conv-50_session_19_D19:1,test
conv-50_qa_39,Would Dave prefer working on a Dodge Charger or a Subaru Forester?,3,conv-50,,test
conv-50_qa_40,What was the artists Calvin used to listen to when he was a kid?,1,conv-50,conv-50_session_20_D20:8;conv-50_session_20_D20:6,test
conv-50_qa_41,Which of their family member do Calvin and Dave have nostalgic memories about?,1,conv-50,conv-50_session_12_D12:2;conv-50_session_20_D20:6,test
conv-50_qa_42,"Based on the conversation, did Calvin and Dave have a meeting in Boston between August and November 2023? Answer in yes or no.",3,conv-50,,test
conv-50_qa_43,"Which city was Calvin at on October 3, 2023?",2,conv-50,conv-50_session_21_D21:1,test
conv-50_qa_44,When did Calvin met with local artists in Boston?,2,conv-50,conv-50_session_21_D21:1,test
conv-50_qa_45,What shared activities do Dave and Calvin have?,1,conv-50,conv-50_session_21_D21:3;conv-50_session_21_D21:4,test
conv-50_qa_46,What is Dave's favorite activity?,1,conv-50,conv-50_session_21_D21:4;conv-50_session_22_D22:7;conv-50_session_19_D19:7,test
conv-50_qa_47,How many car shows has Dave attended?,1,conv-50,conv-50_session_3_D3:12;conv-50_session_22_D22:1,test
conv-50_qa_48,What was Dave doing in the first weekend of October 2023?,2,conv-50,conv-50_session_22_D22:1,test
conv-50_qa_49,"When Dave was a child, what did he and his father do in the garage?",1,conv-50,conv-50_session_12_D12:2;conv-50_session_12_D12:4;conv-50_session_22_D22:5,test
conv-50_qa_50,When did Calvin buy his second Ferrari?,2,conv-50,conv-50_session_23_D23:16,test
conv-50_qa_51,When did Calvin and Frank Ocean start collaborating?,2,conv-50,conv-50_session_24_D24:5;conv-50_session_15_D15:2,test
conv-50_qa_52,When did Calvin plan on travelling to Tokyo the second time?,2,conv-50,conv-50_session_24_D24:17,test
conv-50_qa_53,Who supports Calvin in tough times?,1,conv-50,conv-50_session_25_D25:6;conv-50_session_29_D29:7,test
conv-50_qa_54,What does help Calvin stay connected to the creative process?,1,conv-50,conv-50_session_25_D25:8;conv-50_session_28_D28:31,test
conv-50_qa_55,When did Calvin visit some of the sights in Boston with a former high school friend?,2,conv-50,conv-50_session_26_D26:1,test
conv-50_qa_56,Which cities did Dave travel to in 2023?,1,conv-50,conv-50_session_14_D14:1;conv-50_session_26_D26:2,test
conv-50_qa_57,Which hobby did Dave pick up in October 2023?,2,conv-50,conv-50_session_27_D27:2,test
conv-50_qa_58,Which events in Dave's life inspired him to take up auto engineering?,1,conv-50,conv-50_session_26_D26:6;conv-50_session_25_D25:12;conv-50_session_12_D12:2;conv-50_session_12_D12:4,test
conv-50_qa_59,How many Ferraris does Calvin own?,1,conv-50,conv-50_session_2_D2:1;conv-50_session_23_D23:16,test
conv-50_qa_60,What gifts has Calvin received from his artist friends?,1,conv-50,conv-50_session_4_D4:24;conv-50_session_4_D4:26;conv-50_session_16_D16:14,test
conv-50_qa_61,How long did Dave's work on the Ford Mustang take?,2,conv-50,conv-50_session_14_D14:11;conv-50_session_20_D20:1;conv-50_session_21_D21:4,test
conv-50_qa_62,How long was the car modification workshop in San Francisco?,2,conv-50,conv-50_session_14_D14:1;conv-50_session_17_D17:1,test
conv-50_qa_63,What style of guitars does Calvin own?,1,conv-50,conv-50_session_16_D16:13;conv-50_session_16_D16:4;conv-50_session_16_D16:18;conv-50_session_16_D16:19,test
conv-50_qa_64,What activities has Dave participated in with his friends?,1,conv-50,conv-50_session_10_D10:3;conv-50_session_11_D11:1;conv-50_session_6_D6:8;conv-50_session_15_D15:1,test
conv-50_qa_65,When did Dave take a photo of a Boston clock tower?,2,conv-50,conv-50_session_27_D27:6,test
conv-50_qa_66,Do all of Dave's car restoration projects go smoothly?,1,conv-50,conv-50_session_27_D27:10;conv-50_session_13_D13:7;conv-50_session_25_D25:17;conv-50_session_20_D20:1,test
conv-50_qa_67,Where was Calvin located in the last week of October 2023?,2,conv-50,conv-50_session_28_D28:1,test
conv-50_qa_68,When did Dave find the car he repaired and started sharing in his blog?,2,conv-50,conv-50_session_28_D28:20,test
conv-50_qa_69,When did Dave buy a vintage camera?,2,conv-50,conv-50_session_30_D30:05,test
conv-50_qa_70,When did Calvin attend a gala in Boston?,2,conv-50,conv-50_session_30_D30:1,test
conv-50_qa_71,How long did Calvin plan to stay in Japan?,4,conv-50,conv-50_session_1_D1:15,test
conv-50_qa_72,Which band was Dave's favorite at the music festival in April 2023?,4,conv-50,conv-50_session_2_D2:10,test
conv-50_qa_73,Where did Calvin attend a music festival in April 2023?,4,conv-50,conv-50_session_3_D3:1,test
conv-50_qa_74,What advice did Calvin receive from the producer at the music festival?,4,conv-50,conv-50_session_3_D3:7,test
conv-50_qa_75,"What is Dave's new business venture as of 1 May, 2023?",4,conv-50,conv-50_session_4_D4:1,test
conv-50_qa_76,What type of cars does Dave work on at his shop?,4,conv-50,conv-50_session_4_D4:19,test
conv-50_qa_77,What did Calvin receive as a gift from another artist?,4,conv-50,conv-50_session_4_D4:26,test
conv-50_qa_78,What was the necklace Calvin received meant to remind him of?,4,conv-50,conv-50_session_4_D4:26,test
conv-50_qa_79,What does Dave do when he feels his creativity is frozen?,4,conv-50,conv-50_session_5_D5:11,test
conv-50_qa_80,How does Calvin plan to jumpstart his inspiration?,4,conv-50,conv-50_session_5_D5:11,test
conv-50_qa_81,What did Calvin manage to save during the flood incident?,4,conv-50,conv-50_session_6_D6:3,test
conv-50_qa_82,What did Dave open in May 2023?,4,conv-50,conv-50_session_6_D6:8,test
conv-50_qa_83,What gives Dave a sense of achievement and purpose?,4,conv-50,conv-50_session_7_D7:6,test
conv-50_qa_84,What fuels Calvin's soul?,4,conv-50,conv-50_session_7_D7:11,test
conv-50_qa_85,What is Dave doing to relax on weekends?,4,conv-50,conv-50_session_8_D8:4,test
conv-50_qa_86,What sports activity is Calvin planning to try after the tour with Frank Ocean?,4,conv-50,conv-50_session_9_D9:15,test
conv-50_qa_87,"What was Calvin excited to do after getting his car fixed on 7 July, 2023?",4,conv-50,conv-50_session_10_D10:1,test
conv-50_qa_88,What did Calvin and his friends arrange for in the park?,4,conv-50,conv-50_session_10_D10:3,test
conv-50_qa_89,What kind of music has Calvin been creating lately?,4,conv-50,conv-50_session_11_D11:6,test
conv-50_qa_90,How does Calvin describe his process of adding electronic elements to his songs?,4,conv-50,conv-50_session_11_D11:6,test
conv-50_qa_91,What car brand does Calvin own that he is proud of?,4,conv-50,conv-50_session_12_D12:7,test
conv-50_qa_92,What is Calvin's biggest current goal?,4,conv-50,conv-50_session_12_D12:11,test
conv-50_qa_93,What is Dave's advice to Calvin regarding his dreams?,4,conv-50,conv-50_session_12_D12:14,test
conv-50_qa_94,"What workshop did Dave get picked for on 11 August, 2023?",4,conv-50,conv-50_session_13_D13:1,test
conv-50_qa_95,What kind of modifications has Dave been working on in the car mod workshop?,4,conv-50,conv-50_session_13_D13:7,test
conv-50_qa_96,What type of car did Dave work on during the workshop?,4,conv-50,conv-50_session_13_D13:7,test
conv-50_qa_97,What does Dave say is important for making his custom cars unique?,4,conv-50,conv-50_session_13_D13:11,test
conv-50_qa_98,How did the audience in Tokyo react when Calvin sang one of his songs?,4,conv-50,conv-50_session_14_D14:6,test
conv-50_qa_99,How did Calvin meet Frank Ocean?,4,conv-50,conv-50_session_15_D15:4,test
conv-50_qa_100,Where did Calvin and Frank Ocean record a song together?,4,conv-50,conv-50_session_15_D15:4,test
conv-50_qa_101,What did Calvin and his friends record in August 2023?,4,conv-50,conv-50_session_15_D15:12,test
conv-50_qa_102,Where did Calvin start shooting a video for his new album?,4,conv-50,conv-50_session_16_D16:8,test
conv-50_qa_103,What design is featured on Calvin's guitar?,4,conv-50,conv-50_session_16_D16:14,test
conv-50_qa_104,Why did Calvin get his guitar customized with a shiny finish?,4,conv-50,conv-50_session_16_D16:20,test
conv-50_qa_105,What color glow did Calvin customize his guitar with?,4,conv-50,conv-50_session_16_D16:20,test
conv-50_qa_106,Where did Dave come back from with insights on car modification on 1st September 2023?,4,conv-50,conv-50_session_17_D17:1,test
conv-50_qa_107,What emotion does Dave mention feeling when he sees the relief of someone whose car he fixed?,4,conv-50,conv-50_session_17_D17:5,test
conv-50_qa_108,What did Calvin book a flight ticket for on 1st September 2023?,4,conv-50,conv-50_session_17_D17:6,test
conv-50_qa_109,What is Calvin excited about after the tour?,4,conv-50,conv-50_session_18_D18:7,test
conv-50_qa_110,What plans do Calvin and Dave have for when Calvin visits Boston?,4,conv-50,conv-50_session_18_D18:11,test
conv-50_qa_111,Which Disney movie did Dave mention as one of his favorites?,4,conv-50,conv-50_session_19_D19:6,test
conv-50_qa_112,How does Dave feel about the reactions of people when they see the finished restoration project?,4,conv-50,conv-50_session_19_D19:9,test
conv-50_qa_113,What activity did Calvin enjoy during his summer drives?,4,conv-50,conv-50_session_20_D20:4,test
conv-50_qa_114,Which song from the childhood of Calvin brings back memories of a road trip with his dad?,4,conv-50,conv-50_session_20_D20:6;conv-50_session_20_D20:8,test
conv-50_qa_115,What project did Calvin work on to chill out?,4,conv-50,conv-50_session_21_D21:3,test
conv-50_qa_116,What car did Dave work on in the junkyard?,4,conv-50,conv-50_session_21_D21:4,test
conv-50_qa_117,What does Dave find satisfying about restoring old cars?,4,conv-50,conv-50_session_21_D21:10,test
conv-50_qa_118,What do Calvin and Dave use to reach their goals?,4,conv-50,conv-50_session_21_D21:15,test
conv-50_qa_119,What does working on cars represent for Dave?,4,conv-50,conv-50_session_22_D22:5,test
conv-50_qa_120,What does Dave aim to do with his passion for cars?,4,conv-50,conv-50_session_22_D22:5,test
conv-50_qa_121,"What did Calvin recently get that is a ""masterpiece on wheels""?",4,conv-50,conv-50_session_23_D23:16,test
conv-50_qa_122,Who headlined the music festival that Dave attended in October?,4,conv-50,conv-50_session_23_D23:9,test
conv-50_qa_123,How does Calvin stay motivated when faced with setbacks?,4,conv-50,conv-50_session_23_D23:4,test
conv-50_qa_124,"What activity does Dave find fulfilling, similar to Calvin's passion for music festivals?",4,conv-50,conv-50_session_23_D23:11,test
conv-50_qa_125,Where did Calvin and Dave meet Frank Ocean to start collaborating?,4,conv-50,conv-50_session_24_D24:5,test
conv-50_qa_126,Which part of Tokyo is described as Tokyo's Times Square by Calvin?,4,conv-50,conv-50_session_24_D24:19,test
conv-50_qa_127,What specific location in Tokyo does Calvin mention being excited to explore?,4,conv-50,conv-50_session_24_D24:19,test
conv-50_qa_128,What dish does Dave recommend Calvin to try in Tokyo?,4,conv-50,conv-50_session_24_D24:20,test
conv-50_qa_129,What does Calvin find energizing during the tour?,4,conv-50,conv-50_session_25_D25:2,test
conv-50_qa_130,How does Calvin balance his job and personal life?,4,conv-50,conv-50_session_25_D25:4,test
conv-50_qa_131,What inspired Calvin's recent music?,4,conv-50,conv-50_session_25_D25:10,test
conv-50_qa_132,How does Calvin describe his music in relation to capturing feelings?,4,conv-50,conv-50_session_25_D25:12,test
conv-50_qa_133,Why did Dave start working on cars?,4,conv-50,conv-50_session_25_D25:15,test
conv-50_qa_134,What is the toughest part of car restoration according to Dave?,4,conv-50,conv-50_session_25_D25:19,test
conv-50_qa_135,What does Calvin believe makes an artist create something extraordinary?,4,conv-50,conv-50_session_25_D25:22,test
conv-50_qa_136,When did Dave sell the car he restored last year?,4,conv-50,conv-50_session_25_D25:17,test
conv-50_qa_137,When did Calvin first get interested in cars?,4,conv-50,conv-50_session_26_D26:6,test
conv-50_qa_138,How did Calvin feel about performing with someone he admires?,4,conv-50,conv-50_session_26_D26:9,test
conv-50_qa_139,What realization did the nightclub experience bring to Calvin?,4,conv-50,conv-50_session_26_D26:9,test
conv-50_qa_140,What do Dave and Calvin agree on regarding their pursuits?,4,conv-50,conv-50_session_26_D26:11,test
conv-50_qa_141,Which city is featured in the photograph Dave showed Calvin?,4,conv-50,conv-50_session_27_D27:6,test
conv-50_qa_142,What did Calvin do recently at his Japanese house?,4,conv-50,conv-50_session_28_D28:1,test
conv-50_qa_143,What did Dave recently start a blog about?,4,conv-50,conv-50_session_28_D28:8,test
conv-50_qa_144,What is Dave's way to share his passion with others?,4,conv-50,conv-50_session_28_D28:8,test
conv-50_qa_145,What type of videos does Calvin usually watch on his television?,4,conv-50,conv-50_session_28_D28:31,test
conv-50_qa_146,What type of music has Dave been getting into lately?,4,conv-50,conv-50_session_28_D28:40,test
conv-50_qa_147,What tools does Calvin use to boost his motivation for music?,4,conv-50,conv-50_session_28_D28:34,test
conv-50_qa_148,What type of content does Dave post on his blog that inspired others to start their own DIY projects?,4,conv-50,conv-50_session_28_D28:10,test
conv-50_qa_149,What kind of impact does Dave's blog on car mods have on people?,4,conv-50,conv-50_session_28_D28:10,test
conv-50_qa_150,"Who did Calvin invite to see him perform in Boston on 13 November, 2023?",4,conv-50,conv-50_session_29_D29:1,test
conv-50_qa_151,What hobby did Calvin take up recently?,4,conv-50,conv-50_session_30_D30:1,test
conv-50_qa_152,What new item did Dave buy recently?,4,conv-50,conv-50_session_30_D30:5,test
