method,qa_id,category,question,gold_answer,prediction,official_score,rF1_cat14,rEM_cat14_project,official_cat5_score,broad_abstention,WrongAbstention_cat14_project
ZScore-RawERK,conv-50_qa_175,5,Why did Dave get his guitar customized with a shiny finish?,unique look,It's about showing my style.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_176,5,What color glow did Dave customize his guitar with?,purple,Purple glow,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_177,5,Where did Calvin come back from with insights on car modification on 1st September 2023?,San Francisco,San Francisco,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_178,5,What emotion does Calvin mention feeling when he sees the relief of someone whose car he fixed?,Proud,Relief,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_179,5,What did Dave book a flight ticket for on 1st September 2023?,Boston,The context does not mention Dave booking a flight ticket on 1st September 2023.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_18,1,How many times has Calvin had to deal with insurance paperwork?,two times,Once,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_180,5,Which horror movie did Dave mention as one of his favorites?,Ratatouille,Not mentioned.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-50_qa_181,5,Which song from the childhood of Dave brings back memories of a road trip with his dad?,"""California Love""",Not mentioned in the context.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-50_qa_182,5,What car did Calvin work on in the junkyard?,Ford Mustang,The context does not specify what car Calvin worked on in the junkyard.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_183,5,What does Dave find satisfying about destroying old cars?,Transforming something old and beat-up into something beautiful,The context does not mention Dave finding satisfaction in destroying old cars.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_184,5,What does working on boats represent for Dave?,Therapy and a way to get away from everyday stress,The context does not mention Dave working on boats.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_185,5,What does Dave aim to do with his passion for cooking?,Take something broken and make it into something awesome,The context does not mention Dave's passion for cooking.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_186,5,"What did Calvin recently get that is a ""masterpiece on canvas""?",Ferrari,"No mention of a ""masterpiece on canvas"" in the context.",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_187,5,Who headlined the music festival that Calvin attended in October?,The Fireworks,Not mentioned.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-50_qa_188,5,Which part of Tokyo is described as Tokyo's Times Square by Dave?,Shibuya Crossing,Shibuya Crossing,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_189,5,What specific location in Tokyo does Calvin mention being excited to avoid?,Shinjuku,The context does not mention Calvin being excited to avoid any specific location in Tokyo.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_19,1,Which places or events has Calvin visited in Tokyo?,"music festival, car museum, Shibuya crossing, Shinjuku","Similar streets, a concert, a music event.",0.125,0.125,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_190,5,When did Calvin sell the car he restored last year?,Last year,He did not sell the car he restored last year; Dave did.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_191,5,When did Calvin first get interested in motorcycles?,at an early age,The context does not provide information about when Calvin first got interested in motorcycles.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_192,5,What realization did the nightclub experience bring to Dave?,"how much music means to him, it's like his passion and purpose",Cars give him an outlet to express himself.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_193,5,What did Dave do recently at his Japanese house?,Threw a small party for his new album,Threw a small party for his new album.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_194,5,What did Calvin recently start a blog about?,Car mods,Calvin did not start a blog.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_195,5,What type of videos does Dave usually watch on his television?,"Music videos, concerts, documentaries about artists and their creative process",Not mentioned in the context.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-50_qa_196,5,What type of art has Dave been getting into lately?,Classic rock,Photography,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_197,5,What type of content does Dave post on his blog that inspired others to start their own cooking projects?,How he made his car look like a beast,how I made this car look like a beast,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_198,5,What kind of impact does Dave's blog on vegan recipes have on people?,It inspires others to start their DIY projects,The context does not mention Dave's blog on vegan recipes.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_199,5,"Who did Dave invite to see him perform in Boston on 13 November, 2023?",his old high school buddy,my old high school buddy,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_2,2,When did Dave see Aerosmith perform live?,"on the weekend before March 26, 2023","4:45 pm on 26 March, 2023",0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_20,1,Who inspired Dave's passion for car engineering?,His Dad,My dad.,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_200,5,What new item did Calvin buy recently?,A vintage camera,A new Ferrari,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_201,5,What type of photos does Calvin like to capture with his new camera?,"Nature - sunsets, beaches, waves",The crowd was into it.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_202,5,What did Dave discuss with the cool artist he met at the gala?,Music and art,"Our favorite artists, art, and how the power of music connects us all.",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_203,5,Where did Calvin take a stunning photo of a waterfall?,Nearby park,a Japanese garden,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-50_qa_21,3,Does Calvin wish to become more popular?,Yes; he want's to grow his fanbase,Expand my brand worldwide and grow my fanbase.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_22,1,Does Calvin want to expand his brand?,yes,"Yes, Calvin wants to expand his brand.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_23,1,What is Dave's main passion?,auto engineering,Working on cars,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_24,1,Can Dave work with engines?,yes,"Yes, Dave can work with engines.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_25,2,When did Dave host a card-playing night with his friends?,"on the Friday before 22 August, 2023",Last Friday.,0.25,0.25,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_26,2,When did Calvin record a podcast with his friends?,"21 August, 2023","Yesterday, 21 August, 2023.",0.8571428571428571,0.8571428571428571,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_27,2,Which city was Calvin visiting in August 2023?,Miami,The context does not provide information about Calvin visiting any city in August 2023.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_28,1,What does Calvin do to relax?,"take long drives in his car, embrace nature, fixing cars",Long drives in [this car],0.3376623376623376,0.3376623376623376,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_29,1,What are Dave's hobbies other than fixing cars?,"take a walk, go hiking, listen to favorite albums, live concerts, photography",Not mentioned in the context.,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-50_qa_3,1,Which bands has Dave enjoyed listening to?,"Aerosmith, The Fireworks",Aerosmith,0.5,0.5,0.5,,0.0,0.0
ZScore-RawERK,conv-50_qa_30,1,What kind of music does Dave listen to?,"classic rock, Japanese music",Classic rock,0.5,0.5,0.5,,0.0,0.0
ZScore-RawERK,conv-50_qa_31,2,Where was Dave in the last two weeks of August 2023?,San Francisco,Boston,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_32,1,Where did Dave return from with new knowledge of different techniques of car restoration?,San Francisco,San Francisco,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_33,1,What was Dave doing in San Francisco?,attending a car modification workshop,Going to a car workshop.,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_34,2,When did Dave return from San Francisco?,"September 1, 2023","12:35 am on 14 August, 2023",0.2222222222222222,0.2222222222222222,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_35,2,When did Calvin book flight tickets to Boston?,last week of August 2023,"Last week on 2 September, 2023.",0.5454545454545454,0.5454545454545454,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_36,2,When was Calvin's album released?,"September 11, 2023","11th September, 2023",0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_37,3,Does Calvin love music tours?,yes,"Yes, Calvin loves music tours.",0.33333333333333337,0.33333333333333337,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_38,2,When did Dave have a great jam session with his band?,"September 14, 2023",Last night.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_39,3,Would Dave prefer working on a Dodge Charger or a Subaru Forester?,Dodge Charger,Dodge Charger,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_4,3,Which country do Calvin and Dave want to meet in?,United States,United States,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_40,1,What was the artists Calvin used to listen to when he was a kid?,Tupac and Dr. Dre,Tupac and Dr. Dre,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_41,1,Which of their family member do Calvin and Dave have nostalgic memories about?,Dad,Dad,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_42,3,"Based on the conversation, did Calvin and Dave have a meeting in Boston between August and November 2023? Answer in yes or no.",No,No.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_43,2,"Which city was Calvin at on October 3, 2023?",Boston,No information provided.,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-50_qa_44,2,When did Calvin met with local artists in Boston?,"October 3, 2023","Yesterday, 3 October, 2023.",0.8571428571428571,0.8571428571428571,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_45,1,What shared activities do Dave and Calvin have?,Working on cars,Collaborations,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_46,1,What is Dave's favorite activity?,Restoring cars,Working on cars,0.4,0.4,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_47,1,How many car shows has Dave attended?,two,Four car shows,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_48,2,What was Dave doing in the first weekend of October 2023?,attending a car show,The context does not provide information about Dave's activities in the first weekend of October 2023.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_49,1,"When Dave was a child, what did he and his father do in the garage?","tinkering with car engines, restoration and refurbishing cars",Tinkering with engines.,0.42857142857142855,0.42857142857142855,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_5,1,What are Dave's dreams?,"open a car maintenance shop, work on classic cars, build a custom car from scratch",Opening a shop and working on classic cars.,0.5272727272727272,0.5272727272727272,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_50,2,When did Calvin buy his second Ferrari?,first week of October 2023,Last week,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_51,2,When did Calvin and Frank Ocean start collaborating?,August 2022,August last year,0.4,0.4,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_52,2,When did Calvin plan on travelling to Tokyo the second time?,November 2023,Next month after the tour ends.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_53,1,Who supports Calvin in tough times?,friends and team,His friends and team.,0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_54,1,What does help Calvin stay connected to the creative process?,Calvin stays connected to the creative process by always staying up-to-date on world events and watching documentaries about artists.,"Watching music videos, concerts, and documentaries about artists and their creative process.",0.4347826086956522,0.4347826086956522,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_55,2,When did Calvin visit some of the sights in Boston with a former high school friend?,"October 24, 2023","Yesterday, on 24 October, 2023.",0.7499999999999999,0.7499999999999999,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_56,1,Which cities did Dave travel to in 2023?,"San Francsico, Detroit",Tokyo,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_57,2,Which hobby did Dave pick up in October 2023?,photography,Fixing up things.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_58,1,Which events in Dave's life inspired him to take up auto engineering?,"attending a car show with Dad, working on an old car in a neighbor's garage when he was young, spent a summer restoring an old car with Dad","Finding an old car in a neighbor's garage, his dad taking him to his first car show, and attending a car show last weekend.",0.4986425339366516,0.4986425339366516,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_59,1,How many Ferraris does Calvin own?,two,One Ferrari,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_6,1,Which types of cars does Dave like the most?,classic vintage cars,Classic cars,0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_60,1,What gifts has Calvin received from his artist friends?,"gold chain, custom-made guitar with an octopus on it",A piece of art.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_61,2,How long did Dave's work on the Ford Mustang take?,nearly two months,The context does not provide a specific duration for how long Dave's work on the Ford Mustang took.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_62,2,How long was the car modification workshop in San Francisco?,two weeks,Since last we talked,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_63,1,What style of guitars does Calvin own?,"custom-made yellow guitar with an octopus on it, shiny purple guitar",Unique and special,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_64,1,What activities has Dave participated in with his friends?,"weekly visits to local parks, countryside roadtrip, celebration of the opening of his car maintenance shop, card-playing nights","Card-night, road trip, regular walks in the park.",0.05555555555555556,0.05555555555555556,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_65,2,When did Dave take a photo of a Boston clock tower?,September 2023,Last month.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_66,1,Do all of Dave's car restoration projects go smoothly?,No,It's quite a challenge!,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_67,2,Where was Calvin located in the last week of October 2023?,Tokyo,Boston,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_68,2,When did Dave find the car he repaired and started sharing in his blog?,last week of October 2023,Yesterday,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_69,2,When did Dave buy a vintage camera?,November 2023,This month.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_7,3,Does Dave's shop employ a lot of people?,Yes,Not mentioned.,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-50_qa_70,2,When did Calvin attend a gala in Boston?,"November 16, 2023",Yesterday.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_71,4,How long did Calvin plan to stay in Japan?,A few months,A few months,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_72,4,Which band was Dave's favorite at the music festival in April 2023?,Aerosmith,Aerosmith,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_73,4,Where did Calvin attend a music festival in April 2023?,Tokyo,Tokyo,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_74,4,What advice did Calvin receive from the producer at the music festival?,to stay true to himself and sound unique,Stay true to myself and sound unique.,0.7692307692307692,0.7692307692307692,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_75,4,"What is Dave's new business venture as of 1 May, 2023?",Car maintenance shop,Opening his own car maintenance shop.,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_76,4,What type of cars does Dave work on at his shop?,"all kinds of cars, from regular maintenance to full restorations of classic cars","All kinds of cars, from regular maintenance to full restorations of classic cars.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_77,4,What did Calvin receive as a gift from another artist?,a gold necklace with a diamond pendant,A reminder of why he keeps hustling as a musician.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-50_qa_78,4,What was the necklace Calvin received meant to remind him of?,why he keeps hustling as a musician,Why he keeps hustling as a musician.,1.0,1.0,1.0,,0.0,0.0
