qa_id,sample_id,category,question,gold_memory_ids,gold_count
conv-49_qa_124,conv-49,4,What does Evan mention about his progress at the gym to Sam?,"[""conv-49_session_14_D14:8""]",1
conv-49_qa_125,conv-49,4,How did Evan start his transformation journey two years ago?,"[""conv-49_session_15_D15:8""]",1
conv-49_qa_126,conv-49,4,What gift did Evan receive from a close friend?,"[""conv-49_session_16_D16:10""]",1
conv-49_qa_127,conv-49,4,Why had Evan been going through a tough time lately?,"[""conv-49_session_16_D16:10""]",1
conv-49_qa_128,conv-49,4,How does Evan describe the island he grew up on?,"[""conv-49_session_17_D17:18""]",1
conv-49_qa_129,conv-49,4,What was the main reason for Evan's frustration with his new Prius breaking down?,"[""conv-49_session_18_D18:1""]",1
conv-49_qa_130,conv-49,4,How did Sam suggest Evan view the setback with his broken Prius?,"[""conv-49_session_18_D18:5""]",1
conv-49_qa_131,conv-49,4,What did Sam suggest Evan try for stress relief and flexibility?,"[""conv-49_session_18_D18:8""]",1
conv-49_qa_132,conv-49,4,What did Sam offer Evan regarding yoga?,"[""conv-49_session_18_D18:10""]",1
conv-49_qa_133,conv-49,4,What news did Evan share with Sam on 9th December 2023?,"[""conv-49_session_19_D19:1""]",1
conv-49_qa_134,conv-49,4,What family event is Evan planning for next summer?,"[""conv-49_session_19_D19:11""]",1
conv-49_qa_135,conv-49,4,What is the motto of Evan's family?,"[""conv-49_session_19_D19:7""]",1
conv-49_qa_136,conv-49,4,"According to Evan, what is important for Sam to believe in concerning his weight?","[""conv-49_session_20_D20:9""]",1
conv-49_qa_137,conv-49,4,Who helped Evan get the painting published in the exhibition?,"[""conv-49_session_20_D20:17""]",1
conv-49_qa_138,conv-49,4,What did Sam recently start enjoying to clear his head?,"[""conv-49_session_21_D21:9""]",1
conv-49_qa_139,conv-49,4,What did Sam suggest Evan should do with his keys?,"[""conv-49_session_21_D21:21""]",1
conv-49_qa_140,conv-49,4,How did Evan feel when he painted the piece with the bird flying over it?,"[""conv-49_session_21_D21:16""]",1
conv-49_qa_141,conv-49,4,What did Evan suggest Sam should keep doing to find his own version of love?,"[""conv-49_session_21_D21:10""]",1
conv-49_qa_142,conv-49,4,How did Evan describe the process of creating the painting with the bird flying over it?,"[""conv-49_session_21_D21:16""]",1
conv-49_qa_143,conv-49,4,What did Evan want to share with his work friends?,"[""conv-49_session_22_D22:4""]",1
conv-49_qa_144,conv-49,4,What did Evan share with Sam after their hiking trip?,"[""conv-49_session_22_D22:1""]",1
conv-49_qa_145,conv-49,4,What did Evan offer to share with Sam after talking about healthy snacks?,"[""conv-49_session_22_D22:12""]",1
conv-49_qa_146,conv-49,4,"What did Evan and his partner share with their extended family on January 5, 2024?","[""conv-49_session_23_D23:1""]",1
conv-49_qa_147,conv-49,4,What was Evan limiting himself to on his new diet?,"[""conv-49_session_23_D23:15""]",1
conv-49_qa_148,conv-49,4,What sports activity did Evan and his partner try in a recent weekend?,"[""conv-49_session_24_D24:9""]",1
conv-49_qa_149,conv-49,4,What advice did Evan suggest Sam seek from a doctor?,"[""conv-49_session_24_D24:11"", ""conv-49_session_24_D24:14""]",2
conv-49_qa_150,conv-49,4,What suggestions did Evan give for low-impact exercises?,"[""conv-49_session_24_D24:17""]",1
conv-49_qa_151,conv-49,4,What movie did Sam watch that motivated him to keep up with his routine?,"[""conv-49_session_24_D24:18""]",1
conv-49_qa_152,conv-49,4,What activity helped Evan with stress and flexibility?,"[""conv-49_session_24_D24:19""]",1
conv-49_qa_153,conv-49,4,What did Evan share a photo of that was taken on a camping trip?,"[""conv-49_session_25_D25:8""]",1
conv-49_qa_154,conv-49,4,Why did Evan apologize to his partner?,"[""conv-49_session_25_D25:2""]",1
conv-49_qa_155,conv-49,4,How does Evan describe being out on the water while kayaking and watching the sunset?,"[""conv-49_session_25_D25:10""]",1
conv-50_qa_0,conv-50,2,When did Calvin first travel to Tokyo?,"[""conv-50_session_3_D3:1""]",1
conv-50_qa_1,conv-50,1,What items did Calvin buy in March 2023?,"[""conv-50_session_1_D1:3"", ""conv-50_session_2_D2:1""]",2
conv-50_qa_2,conv-50,2,When did Dave see Aerosmith perform live?,"[""conv-50_session_2_D2:10""]",1
conv-50_qa_3,conv-50,1,Which bands has Dave enjoyed listening to?,"[""conv-50_session_2_D2:10"", ""conv-50_session_23_D23:9""]",2
conv-50_qa_4,conv-50,3,Which country do Calvin and Dave want to meet in?,"[""conv-50_session_3_D3:9"", ""conv-50_session_3_D3:10""]",2
conv-50_qa_5,conv-50,1,What are Dave's dreams?,"[""conv-50_session_4_D4:5"", ""conv-50_session_5_D5:5""]",2
conv-50_qa_6,conv-50,1,Which types of cars does Dave like the most?,"[""conv-50_session_4_D4:5"", ""conv-50_session_1_D1:2"", ""conv-50_session_3_D3:12"", ""conv-50_session_4_D4:7""]",4
conv-50_qa_7,conv-50,3,Does Dave's shop employ a lot of people?,"[""conv-50_session_4_D4:17""]",1
conv-50_qa_8,conv-50,2,When did Dave start his car maintenance shop?,"[""conv-50_session_4_D4:1""]",1
conv-50_qa_9,conv-50,2,When did a mishap occur with Calvin's musical gear and favorite mic?,"[""conv-50_session_6_D6:3""]",1
conv-50_qa_10,conv-50,2,When did Calvin's place get flooded in Tokyo?,"[""conv-50_session_6_D6:3""]",1
conv-50_qa_11,conv-50,1,What mishaps has Calvin run into?,"[""conv-50_session_6_D6:1"", ""conv-50_session_9_D9:1""]",2
conv-50_qa_12,conv-50,2,When was Calvin's concert in Tokyo?,"[""conv-50_session_6_D6:11"", ""conv-50_session_7_D7:1""]",2
conv-50_qa_13,conv-50,3,Would Calvin enjoy performing at the Hollywood Bowl?,"[""conv-50_session_7_D7:11""]",1
conv-50_qa_14,conv-50,2,When did Calvin meet with the creative team for his new album?,"[""conv-50_session_8_D8:1""]",1
conv-50_qa_15,conv-50,1,Why does Dave regularly visit parks?,"[""conv-50_session_8_D8:4"", ""conv-50_session_1_D1:16""]",2
conv-50_qa_16,conv-50,2,When did Dave take a trip to mountainous regions?,"[""conv-50_session_8_D8:10""]",1
conv-50_qa_17,conv-50,2,When did Calvin have a car incident?,"[""conv-50_session_9_D9:1""]",1
conv-50_qa_18,conv-50,1,How many times has Calvin had to deal with insurance paperwork?,"[""conv-50_session_6_D6:5"", ""conv-50_session_9_D9:1""]",2
conv-50_qa_19,conv-50,1,Which places or events has Calvin visited in Tokyo?,"[""conv-50_session_3_D3:1"", ""conv-50_session_12_D12:7"", ""conv-50_session_24_D24:19""]",3
conv-50_qa_20,conv-50,1,Who inspired Dave's passion for car engineering?,"[""conv-50_session_12_D12:2"", ""conv-50_session_12_D12:4"", ""conv-50_session_26_D26:6""]",3
conv-50_qa_21,conv-50,3,Does Calvin wish to become more popular?,"[""conv-50_session_12_D12:11"", ""conv-50_session_27_D27:1""]",2
conv-50_qa_22,conv-50,1,Does Calvin want to expand his brand?,"[""conv-50_session_12_D12:11"", ""conv-50_session_18_D18:7""]",2
conv-50_qa_23,conv-50,1,What is Dave's main passion?,"[""conv-50_session_13_D13:3"", ""conv-50_session_5_D5:5"", ""conv-50_session_4_D4:5"", ""conv-50_session_3_D3:12""]",4
conv-50_qa_24,conv-50,1,Can Dave work with engines?,"[""conv-50_session_13_D13:7"", ""conv-50_session_22_D22:5"", ""conv-50_session_20_D20:1""]",3
conv-50_qa_25,conv-50,2,When did Dave host a card-playing night with his friends?,"[""conv-50_session_15_D15:1""]",1
conv-50_qa_26,conv-50,2,When did Calvin record a podcast with his friends?,"[""conv-50_session_15_D15:12""]",1
conv-50_qa_27,conv-50,2,Which city was Calvin visiting in August 2023?,"[""conv-50_session_16_D16:6""]",1
conv-50_qa_28,conv-50,1,What does Calvin do to relax?,"[""conv-50_session_5_D5:8"", ""conv-50_session_5_D5:10"", ""conv-50_session_7_D7:5""]",3
conv-50_qa_29,conv-50,1,What are Dave's hobbies other than fixing cars?,"[""conv-50_session_5_D5:9"", ""conv-50_session_5_D5:11"", ""conv-50_session_8_D8:8"", ""conv-50_session_27_D27:2""]",4
conv-50_qa_30,conv-50,1,What kind of music does Dave listen to?,"[""conv-50_session_2_D2:10"", ""conv-50_session_28_D28:40"", ""conv-50_session_10_D10:11""]",3
conv-50_qa_31,conv-50,2,Where was Dave in the last two weeks of August 2023?,"[""conv-50_session_14_D14:1"", ""conv-50_session_17_D17:1""]",2
conv-50_qa_32,conv-50,1,Where did Dave return from with new knowledge of different techniques of car restoration?,"[""conv-50_session_17_D17:1"", ""conv-50_session_14_D14:1""]",2
conv-50_qa_33,conv-50,1,What was Dave doing in San Francisco?,"[""conv-50_session_17_D17:1"", ""conv-50_session_14_D14:1""]",2
conv-50_qa_34,conv-50,2,When did Dave return from San Francisco?,"[""conv-50_session_17_D17:1""]",1
conv-50_qa_35,conv-50,2,When did Calvin book flight tickets to Boston?,"[""conv-50_session_17_D17:6""]",1
conv-50_qa_36,conv-50,2,When was Calvin's album released?,"[""conv-50_session_18_D18:1""]",1
conv-50_qa_37,conv-50,3,Does Calvin love music tours?,"[""conv-50_session_18_D18:7"", ""conv-50_session_16_D16:2"", ""conv-50_session_7_D7:1""]",3
conv-50_qa_38,conv-50,2,When did Dave have a great jam session with his band?,"[""conv-50_session_19_D19:1""]",1
conv-50_qa_40,conv-50,1,What was the artists Calvin used to listen to when he was a kid?,"[""conv-50_session_20_D20:8"", ""conv-50_session_20_D20:6""]",2
conv-50_qa_41,conv-50,1,Which of their family member do Calvin and Dave have nostalgic memories about?,"[""conv-50_session_12_D12:2"", ""conv-50_session_20_D20:6""]",2
conv-50_qa_43,conv-50,2,"Which city was Calvin at on October 3, 2023?","[""conv-50_session_21_D21:1""]",1
conv-50_qa_44,conv-50,2,When did Calvin met with local artists in Boston?,"[""conv-50_session_21_D21:1""]",1
conv-50_qa_45,conv-50,1,What shared activities do Dave and Calvin have?,"[""conv-50_session_21_D21:3"", ""conv-50_session_21_D21:4""]",2
conv-50_qa_46,conv-50,1,What is Dave's favorite activity?,"[""conv-50_session_21_D21:4"", ""conv-50_session_22_D22:7"", ""conv-50_session_19_D19:7""]",3
conv-50_qa_47,conv-50,1,How many car shows has Dave attended?,"[""conv-50_session_3_D3:12"", ""conv-50_session_22_D22:1""]",2
conv-50_qa_48,conv-50,2,What was Dave doing in the first weekend of October 2023?,"[""conv-50_session_22_D22:1""]",1
conv-50_qa_49,conv-50,1,"When Dave was a child, what did he and his father do in the garage?","[""conv-50_session_12_D12:2"", ""conv-50_session_12_D12:4"", ""conv-50_session_22_D22:5""]",3
conv-50_qa_50,conv-50,2,When did Calvin buy his second Ferrari?,"[""conv-50_session_23_D23:16""]",1
conv-50_qa_51,conv-50,2,When did Calvin and Frank Ocean start collaborating?,"[""conv-50_session_24_D24:5"", ""conv-50_session_15_D15:2""]",2
conv-50_qa_52,conv-50,2,When did Calvin plan on travelling to Tokyo the second time?,"[""conv-50_session_24_D24:17""]",1
conv-50_qa_53,conv-50,1,Who supports Calvin in tough times?,"[""conv-50_session_25_D25:6"", ""conv-50_session_29_D29:7""]",2
conv-50_qa_54,conv-50,1,What does help Calvin stay connected to the creative process?,"[""conv-50_session_25_D25:8"", ""conv-50_session_28_D28:31""]",2
conv-50_qa_55,conv-50,2,When did Calvin visit some of the sights in Boston with a former high school friend?,"[""conv-50_session_26_D26:1""]",1
conv-50_qa_56,conv-50,1,Which cities did Dave travel to in 2023?,"[""conv-50_session_14_D14:1"", ""conv-50_session_26_D26:2""]",2
conv-50_qa_57,conv-50,2,Which hobby did Dave pick up in October 2023?,"[""conv-50_session_27_D27:2""]",1
conv-50_qa_58,conv-50,1,Which events in Dave's life inspired him to take up auto engineering?,"[""conv-50_session_26_D26:6"", ""conv-50_session_25_D25:12"", ""conv-50_session_12_D12:2"", ""conv-50_session_12_D12:4""]",4
conv-50_qa_59,conv-50,1,How many Ferraris does Calvin own?,"[""conv-50_session_2_D2:1"", ""conv-50_session_23_D23:16""]",2
conv-50_qa_60,conv-50,1,What gifts has Calvin received from his artist friends?,"[""conv-50_session_4_D4:24"", ""conv-50_session_4_D4:26"", ""conv-50_session_16_D16:14""]",3
conv-50_qa_61,conv-50,2,How long did Dave's work on the Ford Mustang take?,"[""conv-50_session_14_D14:11"", ""conv-50_session_20_D20:1"", ""conv-50_session_21_D21:4""]",3
conv-50_qa_62,conv-50,2,How long was the car modification workshop in San Francisco?,"[""conv-50_session_14_D14:1"", ""conv-50_session_17_D17:1""]",2
conv-50_qa_63,conv-50,1,What style of guitars does Calvin own?,"[""conv-50_session_16_D16:13"", ""conv-50_session_16_D16:4"", ""conv-50_session_16_D16:18"", ""conv-50_session_16_D16:19""]",4
conv-50_qa_64,conv-50,1,What activities has Dave participated in with his friends?,"[""conv-50_session_10_D10:3"", ""conv-50_session_11_D11:1"", ""conv-50_session_6_D6:8"", ""conv-50_session_15_D15:1""]",4
conv-50_qa_65,conv-50,2,When did Dave take a photo of a Boston clock tower?,"[""conv-50_session_27_D27:6""]",1
conv-50_qa_66,conv-50,1,Do all of Dave's car restoration projects go smoothly?,"[""conv-50_session_27_D27:10"", ""conv-50_session_13_D13:7"", ""conv-50_session_25_D25:17"", ""conv-50_session_20_D20:1""]",4
conv-50_qa_67,conv-50,2,Where was Calvin located in the last week of October 2023?,"[""conv-50_session_28_D28:1""]",1
conv-50_qa_68,conv-50,2,When did Dave find the car he repaired and started sharing in his blog?,"[""conv-50_session_28_D28:20""]",1
conv-50_qa_69,conv-50,2,When did Dave buy a vintage camera?,"[""conv-50_session_30_D30:5""]",1
conv-50_qa_70,conv-50,2,When did Calvin attend a gala in Boston?,"[""conv-50_session_30_D30:1""]",1
conv-50_qa_71,conv-50,4,How long did Calvin plan to stay in Japan?,"[""conv-50_session_1_D1:15""]",1
conv-50_qa_72,conv-50,4,Which band was Dave's favorite at the music festival in April 2023?,"[""conv-50_session_2_D2:10""]",1
conv-50_qa_73,conv-50,4,Where did Calvin attend a music festival in April 2023?,"[""conv-50_session_3_D3:1""]",1
conv-50_qa_74,conv-50,4,What advice did Calvin receive from the producer at the music festival?,"[""conv-50_session_3_D3:7""]",1
conv-50_qa_75,conv-50,4,"What is Dave's new business venture as of 1 May, 2023?","[""conv-50_session_4_D4:1""]",1
conv-50_qa_76,conv-50,4,What type of cars does Dave work on at his shop?,"[""conv-50_session_4_D4:19""]",1
conv-50_qa_77,conv-50,4,What did Calvin receive as a gift from another artist?,"[""conv-50_session_4_D4:26""]",1
conv-50_qa_78,conv-50,4,What was the necklace Calvin received meant to remind him of?,"[""conv-50_session_4_D4:26""]",1
conv-50_qa_79,conv-50,4,What does Dave do when he feels his creativity is frozen?,"[""conv-50_session_5_D5:11""]",1
conv-50_qa_80,conv-50,4,How does Calvin plan to jumpstart his inspiration?,"[""conv-50_session_5_D5:11""]",1
conv-50_qa_81,conv-50,4,What did Calvin manage to save during the flood incident?,"[""conv-50_session_6_D6:3""]",1
conv-50_qa_82,conv-50,4,What did Dave open in May 2023?,"[""conv-50_session_6_D6:8""]",1
conv-50_qa_83,conv-50,4,What gives Dave a sense of achievement and purpose?,"[""conv-50_session_7_D7:6""]",1
conv-50_qa_84,conv-50,4,What fuels Calvin's soul?,"[""conv-50_session_7_D7:11""]",1
conv-50_qa_85,conv-50,4,What is Dave doing to relax on weekends?,"[""conv-50_session_8_D8:4""]",1
conv-50_qa_86,conv-50,4,What sports activity is Calvin planning to try after the tour with Frank Ocean?,"[""conv-50_session_9_D9:15""]",1
conv-50_qa_87,conv-50,4,"What was Calvin excited to do after getting his car fixed on 7 July, 2023?","[""conv-50_session_10_D10:1""]",1
conv-50_qa_88,conv-50,4,What did Calvin and his friends arrange for in the park?,"[""conv-50_session_10_D10:3""]",1
conv-50_qa_89,conv-50,4,What kind of music has Calvin been creating lately?,"[""conv-50_session_11_D11:6""]",1
conv-50_qa_90,conv-50,4,How does Calvin describe his process of adding electronic elements to his songs?,"[""conv-50_session_11_D11:6""]",1
conv-50_qa_91,conv-50,4,What car brand does Calvin own that he is proud of?,"[""conv-50_session_12_D12:7""]",1
conv-50_qa_92,conv-50,4,What is Calvin's biggest current goal?,"[""conv-50_session_12_D12:11""]",1
conv-50_qa_93,conv-50,4,What is Dave's advice to Calvin regarding his dreams?,"[""conv-50_session_12_D12:14""]",1
conv-50_qa_94,conv-50,4,"What workshop did Dave get picked for on 11 August, 2023?","[""conv-50_session_13_D13:1""]",1
conv-50_qa_95,conv-50,4,What kind of modifications has Dave been working on in the car mod workshop?,"[""conv-50_session_13_D13:7""]",1
conv-50_qa_96,conv-50,4,What type of car did Dave work on during the workshop?,"[""conv-50_session_13_D13:7""]",1
conv-50_qa_97,conv-50,4,What does Dave say is important for making his custom cars unique?,"[""conv-50_session_13_D13:11""]",1
conv-50_qa_98,conv-50,4,How did the audience in Tokyo react when Calvin sang one of his songs?,"[""conv-50_session_14_D14:6""]",1
conv-50_qa_99,conv-50,4,How did Calvin meet Frank Ocean?,"[""conv-50_session_15_D15:4""]",1
conv-50_qa_100,conv-50,4,Where did Calvin and Frank Ocean record a song together?,"[""conv-50_session_15_D15:4""]",1
conv-50_qa_101,conv-50,4,What did Calvin and his friends record in August 2023?,"[""conv-50_session_15_D15:12""]",1
conv-50_qa_102,conv-50,4,Where did Calvin start shooting a video for his new album?,"[""conv-50_session_16_D16:8""]",1
conv-50_qa_103,conv-50,4,What design is featured on Calvin's guitar?,"[""conv-50_session_16_D16:14""]",1
conv-50_qa_104,conv-50,4,Why did Calvin get his guitar customized with a shiny finish?,"[""conv-50_session_16_D16:20""]",1
conv-50_qa_105,conv-50,4,What color glow did Calvin customize his guitar with?,"[""conv-50_session_16_D16:20""]",1
conv-50_qa_106,conv-50,4,Where did Dave come back from with insights on car modification on 1st September 2023?,"[""conv-50_session_17_D17:1""]",1
conv-50_qa_107,conv-50,4,What emotion does Dave mention feeling when he sees the relief of someone whose car he fixed?,"[""conv-50_session_17_D17:5""]",1
